,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"FW,MF",19-174,2004,5.3,0,9,5,55.6,1.71,0.95,0.0,0.0,18.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27-285,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,24-188,1999,24.8,5,49,16,32.7,1.98,0.65,0.1,0.31,15.5,0,0,0,4.4,4.4,0.09,0.6,0.6
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35-281,1988,6.3,2,4,2,50.0,0.63,0.32,0.5,1.0,17.8,0,0,0,0.2,0.2,0.05,1.8,1.8
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,27-053,1997,16.2,0,8,2,25.0,0.49,0.12,0.0,0.0,21.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25-245,1998,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25-353,1998,7.7,1,11,1,9.1,1.42,0.13,0.09,1.0,22.1,1,0,0,0.7,0.7,0.06,0.3,0.3
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22-275,2001,3.4,1,1,1,100.0,0.3,0.3,1.0,1.0,8.8,0,0,0,0.4,0.4,0.39,0.6,0.6
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31-319,1992,18.6,1,8,3,37.5,0.43,0.16,0.13,0.33,16.2,0,0,0,0.5,0.5,0.07,0.5,0.5
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21-285,2002,18.4,0,10,2,20.0,0.54,0.11,0.0,0.0,20.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",27-035,1997,14.3,9,38,14,36.8,2.65,0.98,0.18,0.5,18.1,2,2,3,5.6,3.3,0.09,3.4,3.7
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,25-103,1998,21.6,1,8,2,25.0,0.37,0.09,0.13,0.5,10.5,0,0,0,1.3,1.3,0.16,-0.3,-0.3
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26-290,1997,17.7,0,7,2,28.6,0.39,0.11,0.0,0.0,14.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,24-022,2000,2.4,0,5,1,20.0,2.12,0.42,0.0,0.0,18.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19-244,2004,1.6,0,1,0,0.0,0.61,0.0,0.0,,12.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,21-074,2002,16.7,0,4,1,25.0,0.24,0.06,0.0,0.0,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32-299,1991,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,21-189,2002,6.4,0,1,1,100.0,0.16,0.16,0.0,0.0,18.5,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,25-138,1998,24.2,2,18,5,27.8,0.74,0.21,0.11,0.4,11.1,0,0,0,2.0,2.0,0.11,0.0,0.0
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,28-211,1995,8.5,0,13,3,23.1,1.53,0.35,0.0,0.0,19.2,1,0,0,1.2,1.2,0.09,-1.2,-1.2
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24-225,1999,2.6,0,3,0,0.0,1.15,0.0,0.0,,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28-243,1995,11.1,1,20,8,40.0,1.81,0.72,0.05,0.13,13.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25-225,1998,22.7,1,6,2,33.3,0.26,0.09,0.17,0.5,20.4,0,0,0,0.6,0.6,0.1,0.4,0.4
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27-278,1996,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,30-118,1993,11.2,0,4,3,75.0,0.36,0.27,0.0,0.0,7.9,0,0,0,0.5,0.5,0.14,-0.5,-0.5
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28-244,1995,3.5,0,4,0,0.0,1.13,0.0,0.0,,13.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,24-068,1999,20.4,1,16,3,18.8,0.78,0.15,0.06,0.33,18.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",21-153,2002,9.6,2,19,4,21.1,1.98,0.42,0.11,0.5,18.7,1,0,0,1.5,1.5,0.08,0.5,0.5
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23-299,2000,3.0,2,6,3,50.0,2.01,1.0,0.33,0.67,23.4,0,0,0,0.2,0.2,0.04,1.8,1.8
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,34-021,1990,6.4,1,16,6,37.5,2.5,0.94,0.06,0.17,13.2,1,0,0,1.8,1.8,0.11,-0.8,-0.8
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20-282,2003,9.5,1,7,2,28.6,0.73,0.21,0.14,0.5,22.0,0,0,0,0.4,0.4,0.05,0.6,0.6
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",28-040,1996,7.3,0,10,4,40.0,1.37,0.55,0.0,0.0,11.8,0,0,0,1.3,1.3,0.13,-1.3,-1.3
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,35-094,1988,7.0,4,25,9,36.0,3.58,1.29,0.16,0.44,11.3,0,0,0,2.6,2.6,0.1,1.4,1.4
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",35-190,1988,1.7,0,6,0,0.0,3.48,0.0,0.0,,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,27-017,1997,7.7,0,2,0,0.0,0.26,0.0,0.0,,8.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,20-062,2003,16.7,0,27,6,22.2,1.61,0.36,0.0,0.0,22.0,2,0,0,1.6,1.6,0.06,-1.6,-1.6
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",28-062,1995,16.5,1,18,3,16.7,1.09,0.18,0.0,0.0,19.7,0,1,1,2.9,2.1,0.11,-1.9,-2.1
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",34-139,1989,10.9,3,27,8,29.6,2.47,0.73,0.11,0.38,24.3,6,0,1,2.5,1.7,0.06,0.5,1.3
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,27-041,1997,7.1,0,4,1,25.0,0.56,0.14,0.0,0.0,14.0,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29-228,1994,9.3,0,18,1,5.6,1.94,0.11,0.0,0.0,20.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27-273,1996,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,29-182,1994,16.8,0,7,2,28.6,0.42,0.12,0.0,0.0,24.7,1,0,0,0.2,0.2,0.02,-0.2,-0.2
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,29-158,1994,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"FW,MF",21-356,2002,15.0,4,35,10,28.6,2.33,0.66,0.11,0.4,16.8,0,0,0,2.6,2.6,0.07,1.4,1.4
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27-318,1996,3.8,0,7,2,28.6,1.83,0.52,0.0,0.0,11.1,0,0,0,0.8,0.8,0.11,-0.8,-0.8
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28-358,1995,17.0,0,18,4,22.2,1.06,0.23,0.0,0.0,21.1,1,0,0,0.9,0.9,0.05,-0.9,-0.9
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,19-205,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,27-151,1996,17.3,0,2,0,0.0,0.12,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31-231,1992,9.7,0,1,1,100.0,0.1,0.1,0.0,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",22-140,2001,2.9,0,9,2,22.2,3.08,0.68,0.0,0.0,26.4,2,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,22-187,2001,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21-248,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30-048,1994,10.5,1,15,5,33.3,1.42,0.47,0.07,0.2,10.6,0,0,0,3.5,3.5,0.23,-2.5,-2.5
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34-355,1989,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22-290,2001,5.3,0,6,2,33.3,1.13,0.38,0.0,0.0,26.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,36-206,1987,12.2,3,20,8,40.0,1.64,0.66,0.1,0.25,11.5,0,1,1,3.0,2.2,0.11,0.0,-0.2
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,20-004,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,26-091,1997,3.8,0,1,1,100.0,0.27,0.27,0.0,0.0,23.3,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20-349,2003,9.5,1,16,4,25.0,1.69,0.42,0.06,0.25,21.7,2,0,0,0.9,0.9,0.06,0.1,0.1
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27-309,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,23-154,2000,16.8,0,10,1,10.0,0.59,0.06,0.0,0.0,26.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,29-071,1994,1.1,3,3,1,33.3,2.65,0.88,0.0,0.0,27.3,0,3,3,2.6,0.4,0.12,0.4,-0.4
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",22-016,2002,14.4,2,28,6,21.4,1.95,0.42,0.07,0.33,16.8,0,0,0,3.0,3.0,0.11,-1.0,-1.0
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,"FW,MF",32-345,1991,2.4,0,7,2,28.6,2.92,0.83,0.0,0.0,16.3,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,28-036,1996,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,14.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",23-062,2000,20.2,0,55,14,25.5,2.72,0.69,0.0,0.0,20.0,0,0,0,2.8,2.8,0.05,-2.8,-2.8
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,23-032,2001,0.4,0,1,0,0.0,2.31,0.0,0.0,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27-281,1996,11.7,0,20,7,35.0,1.7,0.6,0.0,0.0,31.1,7,0,0,0.6,0.6,0.03,-0.6,-0.6
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,26-191,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23-329,2000,14.8,0,4,2,50.0,0.27,0.14,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,27-175,1996,26.0,1,16,3,18.8,0.62,0.12,0.06,0.33,14.6,0,0,0,1.2,1.2,0.08,-0.2,-0.2
ITA-Serie A,2324,Empoli,Simone Bastoni,ITA,"DF,MF",27-115,1996,4.1,1,3,1,33.3,0.74,0.25,0.33,1.0,22.5,2,0,0,0.2,0.2,0.06,0.8,0.8
ITA-Serie A,2324,Empoli,Steven Shpendi,ALB,"FW,MF",20-285,2003,4.4,0,5,2,40.0,1.13,0.45,0.0,0.0,18.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ITA-Serie A,2324,Empoli,Szymon Żurkowski,POL,MF,26-156,1997,5.0,4,11,6,54.5,2.2,1.2,0.36,0.67,18.2,0,0,0,0.7,0.7,0.06,3.3,3.3
ITA-Serie A,2324,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20-342,2003,8.3,2,14,6,42.9,1.69,0.72,0.14,0.33,20.0,0,0,0,2.1,2.1,0.15,-0.1,-0.1
ITA-Serie A,2324,Empoli,Tyronne Ebuehi,NGA,DF,28-074,1995,11.9,0,5,1,20.0,0.42,0.08,0.0,0.0,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2324,Empoli,Viktor Kovalenko,UKR,MF,28-014,1996,4.8,1,7,3,42.9,1.46,0.62,0.14,0.33,14.0,0,0,0,0.7,0.7,0.1,0.3,0.3
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,25-190,1998,20.4,0,15,1,6.7,0.74,0.05,0.0,0.0,21.2,2,0,0,1.0,1.0,0.07,-1.0,-1.0
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30-355,1993,15.8,1,17,4,23.5,1.08,0.25,0.06,0.25,23.2,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,30-070,1993,4.1,1,9,1,11.1,2.21,0.25,0.11,1.0,14.8,0,0,0,1.0,1.0,0.11,0.0,0.0
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,MF,29-087,1994,2.8,1,7,3,42.9,2.52,1.08,0.14,0.33,20.3,0,0,0,0.4,0.4,0.06,0.6,0.6
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,27-200,1996,17.7,0,6,3,50.0,0.34,0.17,0.0,0.0,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,FW,26-084,1997,7.6,1,17,4,23.5,2.23,0.53,0.06,0.25,17.0,0,0,0,0.9,0.9,0.05,0.1,0.1
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,31-180,1992,19.2,1,12,4,33.3,0.62,0.21,0.08,0.25,26.3,5,0,0,0.6,0.6,0.05,0.4,0.4
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,32-126,1991,3.2,0,3,1,33.3,0.94,0.31,0.0,0.0,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,25-103,1998,3.0,0,1,1,100.0,0.34,0.34,0.0,0.0,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,23-111,2000,11.1,0,10,2,20.0,0.9,0.18,0.0,0.0,20.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,34-190,1989,19.3,7,41,11,26.8,2.12,0.57,0.17,0.64,19.6,1,0,1,5.3,4.0,0.1,1.7,3.0
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20-285,2003,0.9,0,1,0,0.0,1.1,0.0,0.0,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,FW,25-302,1998,12.7,1,26,7,26.9,2.05,0.55,0.04,0.14,16.7,0,0,0,2.3,2.3,0.09,-1.3,-1.3
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,FW,25-250,1998,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,19.3,0,0,0,0.4,0.4,0.04,0.6,0.6
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,20-023,2004,0.2,0,1,0,0.0,4.09,0.0,0.0,,29.5,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24-311,1999,14.4,1,7,2,28.6,0.49,0.14,0.14,0.5,9.1,0,0,0,0.5,0.5,0.07,0.5,0.5
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22-336,2001,14.2,6,22,6,27.3,1.55,0.42,0.23,0.83,14.6,0,1,1,3.3,2.5,0.11,2.7,2.5
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27-294,1996,18.4,4,16,6,37.5,0.87,0.33,0.25,0.67,9.9,0,0,0,1.9,1.9,0.12,2.1,2.1
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,27-194,1996,14.1,2,26,10,38.5,1.84,0.71,0.04,0.1,12.6,0,1,1,4.3,3.5,0.13,-2.3,-2.5
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,26-086,1997,4.2,0,4,2,50.0,0.95,0.48,0.0,0.0,20.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19-233,2004,15.0,1,4,2,50.0,0.27,0.13,0.25,0.5,18.3,0,0,0,0.5,0.5,0.12,0.5,0.5
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25-328,1998,14.3,7,52,17,32.7,3.65,1.19,0.12,0.35,16.3,0,1,3,6.8,4.4,0.08,0.2,1.6
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,26-139,1997,20.1,0,8,3,37.5,0.4,0.15,0.0,0.0,22.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24-343,1999,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",19-008,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33-357,1990,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24-270,1999,7.6,1,23,10,43.5,3.02,1.31,0.04,0.1,16.4,1,0,0,1.6,1.6,0.07,-0.6,-0.6
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26-244,1997,12.3,2,19,6,31.6,1.55,0.49,0.11,0.33,22.1,0,0,0,1.7,1.7,0.09,0.3,0.3
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",29-158,1994,0.5,0,1,0,0.0,2.05,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",26-046,1998,9.3,3,23,8,34.8,2.46,0.86,0.09,0.25,21.5,0,1,1,2.1,1.3,0.06,0.9,0.7
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22-322,2001,13.3,0,4,1,25.0,0.3,0.08,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",18-079,2005,4.8,1,10,4,40.0,2.1,0.84,0.1,0.25,20.3,0,0,0,0.7,0.7,0.07,0.3,0.3
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22-230,2001,20.6,0,6,0,0.0,0.29,0.0,0.0,,11.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,FW,23-018,2001,2.2,0,4,1,25.0,1.83,0.46,0.0,0.0,18.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,25-083,1998,3.2,0,2,0,0.0,0.63,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22-282,2001,21.1,0,13,2,15.4,0.62,0.09,0.0,0.0,22.3,1,0,0,0.4,0.4,0.03,-0.4,-0.4
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"MF,FW",21-175,2002,1.1,0,2,2,100.0,1.8,1.8,0.0,0.0,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"DF,MF",27-136,1996,14.6,0,6,2,33.3,0.41,0.14,0.0,0.0,15.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23-355,2000,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",21-021,2003,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",25-081,1998,4.6,0,7,4,57.1,1.51,0.86,0.0,0.0,19.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,22-071,2001,16.1,2,5,3,60.0,0.31,0.19,0.4,0.67,8.7,0,0,0,1.1,1.1,0.22,0.9,0.9
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28-309,1995,5.5,1,9,2,22.2,1.62,0.36,0.11,0.5,23.5,1,0,0,0.5,0.5,0.05,0.5,0.5
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,22-035,2002,8.5,3,22,9,40.9,2.57,1.05,0.09,0.22,14.4,1,1,1,4.3,3.5,0.17,-1.3,-1.5
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27-294,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27-285,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",30-017,1994,5.3,0,12,3,25.0,2.25,0.56,0.0,0.0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,28-105,1995,16.5,5,33,12,36.4,2.0,0.73,0.15,0.42,22.3,3,0,0,1.7,1.7,0.05,3.3,3.3
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29-285,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,"MF,DF",24-039,2000,15.4,3,18,5,27.8,1.17,0.33,0.17,0.6,23.3,2,0,0,0.7,0.7,0.04,2.3,2.3
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22-233,2001,5.2,1,9,2,22.2,1.74,0.39,0.11,0.5,12.6,0,0,0,1.3,1.3,0.14,-0.3,-0.3
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,20-051,2004,2.4,0,1,0,0.0,0.41,0.0,0.0,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20-319,2003,23.2,10,51,15,29.4,2.2,0.65,0.12,0.4,20.7,6,4,4,7.8,4.6,0.09,2.2,1.4
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,32-205,1991,2.2,0,2,0,0.0,0.9,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,25-055,1999,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24-254,1999,2.0,0,1,0,0.0,0.5,0.0,0.0,,35.3,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,"DF,MF",26-199,1997,7.5,1,2,2,100.0,0.27,0.27,0.5,0.5,18.6,0,0,0,0.9,0.9,0.46,0.1,0.1
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29-249,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",22-040,2002,8.2,1,9,3,33.3,1.1,0.37,0.11,0.33,14.1,0,0,0,0.8,0.8,0.09,0.2,0.2
