,,,,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18-289,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,DF",18-300,2005,6.2,9,6,3,5,1,3,6,50.0,3,4,0,4,0,9,2,0
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20-361,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,26-051,1998,22.6,44,27,15,23,6,19,40,47.5,21,28,11,17,16,60,50,0
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,31-110,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,24-000,2000,5.2,7,4,3,2,2,1,2,50.0,1,2,1,1,1,8,4,0
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,23-016,2001,3.8,4,2,1,2,1,2,5,40.0,3,3,0,3,3,7,0,0
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30-350,1993,0.6,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,FW",20-147,2003,3.2,13,8,8,5,0,7,10,70.0,3,5,1,4,2,15,5,0
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",24-006,2000,9.5,20,16,10,7,3,10,15,66.7,5,9,1,8,5,25,12,0
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,FW",25-184,1998,22.7,41,25,27,10,4,15,23,65.2,8,22,6,16,17,58,58,0
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33-316,1990,24.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,1
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,31-134,1992,24.0,32,21,17,14,1,20,37,54.1,17,20,6,14,23,55,49,2
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,29-047,1995,17.8,19,13,11,8,0,13,17,76.5,4,23,15,8,14,33,79,0
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,34-008,1990,14.2,7,5,1,4,2,2,10,20.0,8,5,3,2,4,11,7,0
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,27-207,1996,8.4,29,19,12,12,5,14,26,53.8,12,9,3,6,5,34,5,0
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,29-206,1994,12.0,20,9,5,14,1,6,12,50.0,6,13,6,7,14,34,16,1
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,30-008,1994,7.6,17,9,6,10,1,10,17,58.8,7,12,5,7,9,26,26,0
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,FW,30-319,1993,21.4,54,32,20,22,12,26,69,37.7,43,35,2,33,21,75,17,0
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22-315,2001,9.4,4,3,2,1,1,1,8,12.5,7,10,1,9,2,6,2,0
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29-348,1994,26.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,10,1
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24-358,1999,6.0,15,10,6,8,1,8,13,61.5,5,6,3,3,4,19,14,0
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,31-153,1992,19.2,25,14,12,8,5,10,36,27.8,26,29,4,25,4,29,11,0
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,30-091,1993,14.5,20,14,10,7,3,15,23,65.2,8,15,4,11,11,31,29,1
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,23-183,2000,12.3,19,8,15,3,1,13,23,56.5,10,12,8,4,12,31,50,0
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,FW,28-257,1995,14.8,18,15,9,9,0,4,11,36.4,7,17,2,15,14,32,9,0
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24-320,1999,19.8,26,11,7,15,4,15,35,42.9,20,15,4,11,15,41,19,1
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,32-188,1991,5.6,9,6,3,6,0,4,9,44.4,5,9,3,6,4,13,7,0
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,26-014,1998,10.5,8,3,8,0,0,6,13,46.2,7,12,10,2,5,13,41,0
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,22-086,2001,12.9,37,23,19,14,4,15,33,45.5,18,25,5,20,21,58,25,0
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30-317,1993,11.4,9,5,7,2,0,5,11,45.5,6,8,5,3,5,14,28,0
ITA-Serie A,2324,Lazio,Pedro,ESP,FW,36-215,1987,6.8,14,11,4,7,3,3,10,30.0,7,12,0,12,2,16,1,0
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,25-148,1998,11.2,16,9,0,8,8,2,7,28.6,5,14,2,12,1,17,9,0
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25-353,1998,3.1,6,4,3,3,0,3,4,75.0,1,4,3,1,7,13,20,0
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,"MF,DF",27-165,1996,9.2,18,10,7,11,0,10,24,41.7,14,9,1,8,16,34,21,0
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,24-054,2000,16.5,27,19,19,7,1,22,32,68.8,10,20,5,15,11,38,46,0
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,27-161,1996,24.6,15,8,11,4,0,4,8,50.0,4,33,21,12,20,35,101,1
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29-259,1994,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26-316,1997,12.4,24,17,8,7,9,14,20,70.0,6,17,0,17,7,31,11,0
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24-332,1999,10.3,28,21,8,18,2,6,20,30.0,14,19,1,18,8,36,8,0
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,19-061,2004,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,22-027,2002,10.3,18,9,8,7,3,9,15,60.0,6,12,1,11,3,21,5,0
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,23-030,2001,12.7,21,17,9,9,3,5,18,27.8,13,18,0,18,3,24,5,0
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28-322,1995,2.3,1,1,1,0,0,1,1,100.0,0,3,2,1,3,4,6,0
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,26-018,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,26-170,1997,23.8,32,21,15,16,1,16,22,72.7,6,24,18,6,35,67,81,0
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,MF,20-130,2003,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,22-124,2001,14.6,38,23,15,15,8,17,32,53.1,15,22,4,18,12,50,11,0
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",32-171,1991,6.1,8,5,4,2,2,3,11,27.3,8,6,1,5,3,11,2,1
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23-329,2000,16.7,12,4,3,6,3,3,7,42.9,4,9,3,6,2,14,16,0
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,DF,19-125,2004,9.5,26,14,18,6,2,14,20,70.0,6,10,3,7,9,35,26,2
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,FW,24-233,1999,17.2,31,20,10,14,7,13,35,37.1,22,17,1,16,10,41,8,0
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,20-028,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",27-102,1996,13.9,18,9,6,12,0,8,11,72.7,3,10,0,10,16,34,12,0
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,23-032,2001,8.4,8,4,2,4,2,1,3,33.3,2,10,1,9,1,9,6,0
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,DF",22-331,2001,0.3,2,2,1,0,1,1,2,50.0,1,0,0,0,0,2,0,0
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23-252,2000,23.5,38,21,24,11,3,22,32,68.8,10,22,4,18,29,67,65,0
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28-322,1995,26.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,12,2
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27-322,1996,23.4,51,31,24,22,5,28,66,42.4,38,38,8,30,37,88,34,0
ITA-Serie A,2324,Milan,Alejandro Jiménez,ESP,DF,18-296,2005,0.8,2,1,2,0,0,2,5,40.0,3,0,0,0,0,2,4,0
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32-354,1991,12.6,31,15,20,8,3,19,40,47.5,21,13,7,6,15,46,17,1
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40-235,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,19-067,2004,0.2,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,0,0
ITA-Serie A,2324,Milan,Christian Pulisic,USA,FW,25-163,1998,19.4,24,18,11,6,7,11,17,64.7,6,13,1,12,9,33,7,1
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",18-061,2005,0.8,1,0,0,1,0,1,3,33.3,2,1,1,0,0,1,4,0
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,27-084,1996,18.0,46,23,26,16,4,31,53,58.5,22,18,4,14,21,67,39,0
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,26-071,1997,15.4,30,19,22,6,2,15,24,62.5,9,23,16,7,19,49,50,1
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,FW,21-020,2003,0.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15-355,2008,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,26-089,1997,4.7,10,6,3,7,0,6,9,66.7,3,4,0,4,4,14,3,1
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18-302,2005,1.6,1,1,1,0,0,0,0,,0,5,4,1,0,1,3,0
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,19-048,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,26-067,1997,6.5,5,3,0,3,2,3,5,60.0,2,3,0,3,0,5,8,0
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",19-102,2004,1.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,22-204,2001,12.3,18,14,7,9,2,7,14,50.0,7,18,8,10,8,26,36,0
ITA-Serie A,2324,Milan,Marco Pellegrino,,DF,,,0.8,1,1,0,0,1,0,2,0.0,2,1,1,0,1,2,2,0
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31-294,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,24-130,1999,7.1,15,13,10,4,1,10,13,76.9,3,5,2,3,6,21,27,0
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28-240,1995,23.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,3
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23-280,2000,5.6,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,8,0
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,37-151,1986,19.0,13,8,5,5,3,1,6,16.7,5,12,3,9,4,17,18,0
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23-268,2000,1.2,4,0,2,2,0,0,1,0.0,1,3,2,1,1,5,6,1
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,30-144,1993,7.6,10,8,3,6,1,4,9,44.4,5,7,3,4,11,21,14,0
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24-263,1999,19.0,11,9,2,6,3,4,7,57.1,3,12,1,11,6,17,11,0
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,28-036,1996,17.0,17,11,4,7,6,8,18,44.4,10,19,11,8,5,22,7,0
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24-282,1999,6.6,15,5,8,5,2,7,14,50.0,7,2,1,1,4,19,1,0
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34-339,1989,11.1,20,13,9,9,2,13,19,68.4,6,20,15,5,11,31,40,0
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,26-145,1997,22.9,25,12,17,8,0,9,18,50.0,9,28,13,15,15,40,33,1
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25-214,1998,21.8,32,16,8,22,2,14,27,51.9,13,17,4,13,9,41,20,0
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24-228,1999,3.3,14,8,11,3,0,5,10,50.0,5,8,2,6,6,20,7,0
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23-214,2000,11.0,27,14,13,11,3,10,28,35.7,18,15,6,9,17,44,14,1
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",21-091,2002,11.0,15,7,9,3,3,3,8,37.5,5,14,4,10,8,23,10,1
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21-331,2002,4.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,MF",24-362,1999,1.3,3,1,3,0,0,0,1,0.0,1,4,1,3,2,5,3,0
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,23-024,2001,12.2,31,17,20,10,1,15,23,65.2,8,17,11,6,9,40,41,1
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24-293,1999,20.5,16,11,3,9,4,4,8,50.0,4,7,3,4,10,26,10,0
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31-363,1992,8.1,14,10,8,6,0,4,10,40.0,6,7,4,3,12,26,22,1
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"FW,MF",22-140,2001,0.6,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,35-172,1988,15.1,51,31,31,17,3,26,38,68.4,12,19,12,7,11,62,30,0
ITA-Serie A,2324,Monza,Dany Mota,POR,"FW,MF",25-302,1998,17.2,12,6,2,4,6,7,13,53.8,6,2,0,2,1,13,15,0
ITA-Serie A,2324,Monza,Davide Bettella,ITA,MF,23-327,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Gianluca Caprari,ITA,"MF,FW",30-213,1993,2.8,2,1,1,1,0,0,1,0.0,1,0,0,0,2,4,0,0
ITA-Serie A,2324,Monza,Giorgio Cittadini,ITA,DF,21-316,2002,0.2,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0
ITA-Serie A,2324,Monza,Giorgos Kyriakopoulos,GRE,"DF,MF",28-023,1996,14.4,14,9,11,3,0,6,15,40.0,9,9,0,9,10,24,19,0
ITA-Serie A,2324,Monza,Giulio Donati,ITA,DF,34-023,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31-140,1992,3.4,9,3,6,2,1,1,4,25.0,3,4,2,2,6,15,5,0
ITA-Serie A,2324,Monza,Lorenzo Colombo,ITA,FW,21-357,2002,14.1,17,12,3,9,5,8,14,57.1,6,17,5,12,0,17,13,0
ITA-Serie A,2324,Monza,Luca Caldirola,ITA,DF,33-027,1991,20.7,22,12,17,3,2,12,21,57.1,9,25,16,9,27,49,46,0
ITA-Serie A,2324,Monza,Matteo Pessina,ITA,MF,26-313,1997,25.1,38,20,18,17,3,20,40,50.0,20,26,9,17,21,59,31,0
ITA-Serie A,2324,Monza,Michele Di Gregorio,ITA,GK,26-216,1997,21.9,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,9,1
ITA-Serie A,2324,Monza,Milan Đurić,BIH,FW,33-282,1990,3.4,3,3,0,3,0,1,2,50.0,1,2,0,2,0,3,4,0
ITA-Serie A,2324,Monza,Mirko Marić,CRO,FW,28-288,1995,3.2,4,0,2,1,1,0,2,0.0,2,4,0,4,2,6,3,0
ITA-Serie A,2324,Monza,Pablo Marí,ESP,DF,30-181,1993,17.3,28,17,23,5,0,13,19,68.4,6,22,16,6,17,45,61,1
ITA-Serie A,2324,Monza,Papu Gómez,ARG,"MF,FW",36-013,1988,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
ITA-Serie A,2324,Monza,Patrick Ciurria,ITA,"DF,MF",29-019,1995,17.3,30,18,13,13,4,13,20,65.0,7,18,5,13,9,39,28,0
ITA-Serie A,2324,Monza,Pedro Pereira,POR,DF,26-037,1998,7.4,12,7,9,3,0,5,13,38.5,8,14,2,12,4,16,14,0
ITA-Serie A,2324,Monza,Pepín,EQG,"MF,FW",27-198,1996,2.6,6,1,1,4,1,2,4,50.0,2,5,2,3,0,6,5,0
ITA-Serie A,2324,Monza,Roberto Gagliardini,ITA,"MF,DF",29-327,1994,21.1,50,26,22,21,7,25,38,65.8,13,25,7,18,28,78,32,0
ITA-Serie A,2324,Monza,Samuele Birindelli,ITA,DF,24-224,1999,11.9,17,11,10,5,2,8,13,61.5,5,21,7,14,13,30,22,0
ITA-Serie A,2324,Monza,Samuele Vignato,ITA,"MF,FW",20-004,2004,3.8,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0
ITA-Serie A,2324,Monza,Valentin Carboni,ARG,MF,18-360,2005,8.1,10,6,4,5,1,5,14,35.7,9,8,1,7,4,14,3,0
ITA-Serie A,2324,Monza,Warren Bondo,FRA,MF,20-166,2003,7.1,12,8,6,5,1,5,6,83.3,1,6,1,5,5,17,5,0
ITA-Serie A,2324,Napoli,Alessandro Zanoli,ITA,"DF,FW",23-148,2000,0.6,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0
ITA-Serie A,2324,Napoli,Alessio Zerbin,ITA,"FW,DF",24-362,1999,1.7,5,2,1,3,1,2,7,28.6,5,1,0,1,0,5,0,0
ITA-Serie A,2324,Napoli,Alex Meret,ITA,GK,26-343,1997,17.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0
ITA-Serie A,2324,Napoli,Amir Rrahmani,KVX,DF,30-004,1994,19.5,20,16,11,9,0,11,21,52.4,10,16,7,9,15,35,58,0
ITA-Serie A,2324,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28-104,1995,18.3,35,15,11,18,6,20,45,44.4,25,26,3,23,21,56,14,1
ITA-Serie A,2324,Napoli,Cyril Ngonge,BEL,FW,23-278,2000,0.8,2,1,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0
ITA-Serie A,2324,Napoli,Diego Demme,GER,MF,32-099,1991,0.8,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
ITA-Serie A,2324,Napoli,Elif Elmas,MKD,"FW,MF",24-157,1999,3.8,4,3,1,3,0,2,2,100.0,0,2,0,2,2,6,8,0
ITA-Serie A,2324,Napoli,Giacomo Raspadori,ITA,"FW,MF",24-010,2000,13.8,17,8,4,8,5,4,11,36.4,7,10,0,10,3,20,6,0
ITA-Serie A,2324,Napoli,Gianluca Gaetano,ITA,MF,23-299,2000,1.8,4,1,0,4,0,2,4,50.0,2,5,2,3,1,5,4,0
ITA-Serie A,2324,Napoli,Giovanni Di Lorenzo,ITA,DF,30-208,1993,24.0,39,25,21,14,4,23,49,46.9,26,26,8,18,14,53,34,0
ITA-Serie A,2324,Napoli,Giovanni Simeone,ARG,FW,28-238,1995,6.8,9,2,1,3,5,3,12,25.0,9,6,0,6,1,10,5,0
ITA-Serie A,2324,Napoli,Hamed Junior Traorè,CIV,MF,24-012,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Napoli,Jens Cajuste,SWE,MF,24-202,1999,6.6,24,16,10,12,2,15,23,65.2,8,10,2,8,2,26,10,0
ITA-Serie A,2324,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23-364,2000,3.5,6,2,2,1,3,4,8,50.0,4,2,0,2,2,8,4,0
ITA-Serie A,2324,Napoli,Juan Jesus,BRA,DF,32-263,1991,14.5,24,11,18,5,1,13,18,72.2,5,13,6,7,10,34,49,0
ITA-Serie A,2324,Napoli,Khvicha Kvaratskhelia,GEO,FW,23-016,2001,20.1,25,13,6,13,6,10,33,30.3,23,10,1,9,12,37,7,0
ITA-Serie A,2324,Napoli,Leander Dendoncker,BEL,MF,28-319,1995,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
ITA-Serie A,2324,Napoli,Leo Skiri Østigård,NOR,DF,24-092,1999,10.7,17,9,10,7,0,3,6,50.0,3,9,7,2,12,29,37,0
ITA-Serie A,2324,Napoli,Mathías Olivera,URU,DF,26-120,1997,9.7,31,19,20,8,3,14,26,53.8,12,16,2,14,10,41,18,0
ITA-Serie A,2324,Napoli,Matteo Politano,ITA,FW,30-209,1993,16.6,16,8,6,7,3,10,27,37.0,17,4,0,4,10,26,9,0
ITA-Serie A,2324,Napoli,Mário Rui,POR,DF,32-277,1991,9.2,21,11,14,2,5,10,14,71.4,4,9,2,7,11,32,17,0
ITA-Serie A,2324,Napoli,Natan,BRA,DF,23-022,2001,9.8,14,10,10,3,1,5,10,50.0,5,11,9,2,7,21,31,0
ITA-Serie A,2324,Napoli,Nikita Contini Baranovsky,ITA,GK,27-283,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2324,Napoli,Pasquale Mazzocchi,ITA,DF,28-216,1995,3.1,4,2,1,2,1,2,2,100.0,0,2,0,2,1,5,8,0
ITA-Serie A,2324,Napoli,Pierluigi Gollini,ITA,GK,28-347,1995,7.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
ITA-Serie A,2324,Napoli,Piotr Zieliński,POL,MF,29-284,1994,17.1,19,13,5,10,4,10,21,47.6,11,11,1,10,8,27,14,0
ITA-Serie A,2324,Napoli,Stanislav Lobotka,SVK,MF,29-095,1994,23.6,39,25,11,21,7,16,44,36.4,28,15,3,12,13,52,18,0
ITA-Serie A,2324,Napoli,Victor Osimhen,NGA,FW,25-061,1998,11.9,6,3,0,2,4,2,4,50.0,2,4,1,3,1,7,11,0
ITA-Serie A,2324,Roma,Andrea Belotti,ITA,FW,30-070,1993,7.5,8,4,2,3,3,3,6,50.0,3,7,0,7,2,10,3,0
ITA-Serie A,2324,Roma,Angeliño,ESP,DF,27-055,1997,2.9,1,1,1,0,0,0,0,,0,2,0,2,0,1,12,0
ITA-Serie A,2324,Roma,Bryan Cristante,ITA,"MF,DF",28-362,1995,24.7,45,27,22,17,6,17,34,50.0,17,22,4,18,19,64,44,1
ITA-Serie A,2324,Roma,Chris Smalling,ENG,DF,34-098,1989,3.7,1,1,1,0,0,1,4,25.0,3,5,4,1,5,6,6,0
ITA-Serie A,2324,Roma,Dean Huijsen,NED,DF,18-320,2005,3.7,4,1,3,1,0,1,3,33.3,2,5,2,3,3,7,20,1
ITA-Serie A,2324,Roma,Diego Llorente,ESP,DF,30-196,1993,18.1,27,17,19,8,0,10,20,50.0,10,30,20,10,16,43,54,0
ITA-Serie A,2324,Roma,Edoardo Bove,ITA,MF,21-288,2002,15.2,47,26,11,26,10,24,39,61.5,15,21,1,20,6,53,9,1
ITA-Serie A,2324,Roma,Gianluca Mancini,ITA,DF,27-317,1996,23.4,26,14,17,7,2,8,20,40.0,12,23,16,7,28,54,54,0
ITA-Serie A,2324,Roma,Houssem Aouar,ALG,MF,25-243,1998,5.0,12,9,3,8,1,2,8,25.0,6,4,0,4,4,16,1,0
ITA-Serie A,2324,Roma,Leandro Paredes,ARG,MF,29-244,1994,20.4,38,26,21,16,1,22,55,40.0,33,17,4,13,21,59,29,0
ITA-Serie A,2324,Roma,Leonardo Spinazzola,ITA,DF,30-340,1993,12.2,11,4,7,4,0,6,14,42.9,8,6,2,4,3,14,12,0
ITA-Serie A,2324,Roma,Lorenzo Pellegrini,ITA,MF,27-254,1996,12.9,25,13,9,12,4,12,33,36.4,21,19,3,16,12,37,13,0
ITA-Serie A,2324,Roma,Mile Svilar,SRB,GK,24-185,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
ITA-Serie A,2324,Roma,Niccolò Pisilli,ITA,MF,19-158,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Roma,Nicola Zalewski,POL,"DF,FW",22-036,2002,7.7,17,12,8,8,1,6,17,35.3,11,9,3,6,7,24,15,0
ITA-Serie A,2324,Roma,Obite N'Dicka,CIV,DF,24-192,1999,15.8,23,12,6,16,1,10,15,66.7,5,17,6,11,9,32,46,0
ITA-Serie A,2324,Roma,Ola Solbakken,NOR,FW,25-174,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Roma,Paulo Dybala,ARG,"FW,MF",30-105,1993,15.0,16,10,3,5,8,1,9,11.1,8,8,0,8,3,19,3,0
ITA-Serie A,2324,Roma,Rasmus Nissen,DEN,DF,26-232,1997,16.2,30,14,20,7,3,22,39,56.4,17,24,6,18,5,35,38,0
ITA-Serie A,2324,Roma,Renato Sanches,POR,MF,26-194,1997,1.4,2,1,1,1,0,2,3,66.7,1,1,0,1,0,2,1,0
ITA-Serie A,2324,Roma,Riccardo Pagano,ITA,"MF,DF",19-092,2004,0.6,2,2,1,1,0,0,6,0.0,6,3,2,1,0,2,2,0
ITA-Serie A,2324,Roma,Rick Karsdorp,NED,DF,29-017,1995,10.9,21,15,10,5,6,13,19,68.4,6,8,2,6,8,29,13,0
ITA-Serie A,2324,Roma,Romelu Lukaku,BEL,FW,30-291,1993,20.9,3,2,1,1,1,1,3,33.3,2,7,1,6,0,3,13,1
ITA-Serie A,2324,Roma,Rui Patrício,POR,GK,36-013,1988,23.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,1
ITA-Serie A,2324,Roma,Sardar Azmoun,IRN,"FW,MF",29-058,1995,4.5,6,4,2,3,1,3,7,42.9,4,0,0,0,2,8,3,1
