,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2324,Juventus,Arkadiusz Milik,POL,FW,30-000,1994,7.4,205,198,6,1,3,0,3,0,0,0,0,0,163,1,2
ITA-Serie A,2324,Juventus,Carlos Alcaraz,ARG,MF,21-090,2002,1.0,66,63,3,0,1,0,1,2,1,0,0,0,56,0,1
ITA-Serie A,2324,Juventus,Daniele Rugani,ITA,DF,29-214,1994,9.3,496,483,12,5,0,4,0,1,0,0,0,0,440,1,3
ITA-Serie A,2324,Juventus,Danilo,BRA,DF,32-228,1991,17.2,1153,1040,106,22,1,13,12,46,0,0,0,0,981,7,3
ITA-Serie A,2324,Juventus,Dean Huijsen,NED,DF,18-320,2005,0.1,19,18,0,0,0,1,0,0,0,0,0,0,18,1,0
ITA-Serie A,2324,Juventus,Dušan Vlahović,SRB,FW,24-031,2000,17.6,369,342,24,0,1,3,2,0,0,0,0,0,259,3,15
ITA-Serie A,2324,Juventus,Fabio Miretti,ITA,MF,20-209,2003,8.1,296,269,26,5,2,5,22,1,16,2,9,0,226,1,7
ITA-Serie A,2324,Juventus,Federico Chiesa,ITA,FW,26-126,1997,15.0,445,388,54,10,2,1,66,9,31,14,12,0,307,3,19
ITA-Serie A,2324,Juventus,Federico Gatti,ITA,DF,25-249,1998,20.8,962,925,34,18,1,10,11,16,0,0,0,0,819,3,14
ITA-Serie A,2324,Juventus,Filip Kostić,SRB,"DF,FW",31-119,1992,16.7,799,636,161,17,0,2,135,95,49,19,27,0,585,2,32
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26-347,1997,24.9,1380,1313,62,18,0,4,1,1,0,0,0,0,1198,5,7
ITA-Serie A,2324,Juventus,Hans Nicolussi Caviglia,ITA,MF,23-255,2000,2.7,119,99,20,8,0,6,16,1,11,3,6,0,93,0,1
ITA-Serie A,2324,Juventus,Joseph Nonge,BEL,MF,18-289,2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
ITA-Serie A,2324,Juventus,Kenan Yıldız,TUR,"FW,DF",18-300,2005,6.2,205,199,6,0,1,0,7,3,2,0,1,0,170,0,0
ITA-Serie A,2324,Juventus,Leonardo Cerri,ITA,DF,20-361,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,26-051,1998,22.6,1385,1298,80,75,4,24,7,5,0,0,0,0,1182,7,11
ITA-Serie A,2324,Juventus,Mattia Perin,ITA,GK,31-110,1992,2.0,53,37,16,5,0,1,0,0,0,0,0,0,44,0,0
ITA-Serie A,2324,Juventus,Moise Kean,ITA,FW,24-000,2000,5.2,68,63,5,0,0,0,1,1,0,0,0,0,48,0,3
ITA-Serie A,2324,Juventus,Nicolò Fagioli,ITA,MF,23-016,2001,3.8,181,163,18,4,0,4,18,3,9,1,6,0,154,0,2
ITA-Serie A,2324,Juventus,Paul Pogba,FRA,MF,30-350,1993,0.6,35,32,3,3,1,1,1,0,0,0,0,0,27,0,2
ITA-Serie A,2324,Juventus,Samuel Iling-Junior,ENG,"DF,FW",20-147,2003,3.2,181,158,21,4,0,1,21,11,6,2,4,0,129,2,11
ITA-Serie A,2324,Juventus,Timothy Weah,USA,"DF,FW",24-006,2000,9.5,410,387,20,0,0,0,26,20,0,0,0,0,329,3,12
ITA-Serie A,2324,Juventus,Weston McKennie,USA,"MF,FW",25-184,1998,22.7,959,793,164,9,1,5,49,154,1,0,0,0,739,2,18
ITA-Serie A,2324,Juventus,Wojciech Szczęsny,POL,GK,33-316,1990,24.0,707,546,159,41,0,2,0,0,0,0,0,0,543,2,0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,DF,31-134,1992,24.0,1388,1162,225,15,0,2,28,210,0,0,0,0,1152,1,21
ITA-Serie A,2324,Lazio,Alessio Romagnoli,ITA,DF,29-047,1995,17.8,1127,1040,85,40,1,3,0,1,0,0,0,0,1030,2,1
ITA-Serie A,2324,Lazio,Ciro Immobile,ITA,FW,34-008,1990,14.2,363,338,23,2,2,1,4,1,0,0,0,0,266,2,13
ITA-Serie A,2324,Lazio,Daichi Kamada,JPN,MF,27-207,1996,8.4,383,378,5,0,3,3,7,3,0,0,0,0,324,0,11
ITA-Serie A,2324,Lazio,Danilo Cataldi,ITA,MF,29-206,1994,12.0,687,647,38,18,3,0,28,2,18,4,12,0,590,2,5
ITA-Serie A,2324,Lazio,Elseid Hysaj,ALB,DF,30-008,1994,7.6,530,454,75,7,1,0,5,68,0,0,0,0,452,1,6
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,FW,30-319,1993,21.4,901,884,13,2,3,5,36,9,2,1,1,0,678,4,40
ITA-Serie A,2324,Lazio,Gustav Isaksen,DEN,FW,22-315,2001,9.4,234,223,9,2,2,1,20,5,2,2,0,0,155,2,13
ITA-Serie A,2324,Lazio,Ivan Provedel,ITA,GK,29-348,1994,26.0,904,710,189,43,0,2,0,0,0,0,0,0,738,5,0
ITA-Serie A,2324,Lazio,Luca Pellegrini,ITA,DF,24-358,1999,6.0,384,320,63,4,0,1,19,59,0,0,0,0,284,1,14
ITA-Serie A,2324,Lazio,Luis Alberto,ESP,MF,31-153,1992,19.2,1233,1072,153,54,8,6,110,8,79,31,41,0,950,8,24
ITA-Serie A,2324,Lazio,Manuel Lazzari,ITA,DF,30-091,1993,14.5,782,665,117,11,0,2,46,106,0,0,0,0,666,0,21
ITA-Serie A,2324,Lazio,Mario Gila,ESP,DF,23-183,2000,12.3,724,678,43,27,2,13,1,1,0,0,0,0,649,3,1
ITA-Serie A,2324,Lazio,Mattia Zaccagni,ITA,FW,28-257,1995,14.8,601,565,36,14,1,3,36,11,11,1,4,0,478,0,21
ITA-Serie A,2324,Lazio,Mattéo Guendouzi,FRA,MF,24-320,1999,19.8,806,782,21,9,5,3,35,12,0,0,0,0,655,3,19
ITA-Serie A,2324,Lazio,Matías Vecino,URU,MF,32-188,1991,5.6,302,295,4,3,2,2,2,1,0,0,0,0,243,3,4
ITA-Serie A,2324,Lazio,Nicolò Casale,ITA,DF,26-014,1998,10.5,631,611,20,18,0,2,0,0,0,0,0,0,584,0,6
ITA-Serie A,2324,Lazio,Nicolò Rovella,ITA,MF,22-086,2001,12.9,809,761,46,28,2,6,19,2,16,2,11,0,704,2,16
ITA-Serie A,2324,Lazio,Patric,ESP,DF,30-317,1993,11.4,772,742,28,24,2,8,1,3,0,0,0,0,685,2,3
ITA-Serie A,2324,Lazio,Pedro,ESP,FW,36-215,1987,6.8,328,321,6,3,2,2,16,0,3,1,2,0,270,1,4
ITA-Serie A,2324,Lazio,Valentín Castellanos,ARG,FW,25-148,1998,11.2,281,259,20,0,0,1,7,0,0,0,0,0,169,2,10
ITA-Serie A,2324,Lecce,Ahmed Touba,ALG,DF,25-353,1998,3.1,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1
ITA-Serie A,2324,Lecce,Alexis Blin,FRA,"MF,DF",27-165,1996,9.2,355,330,20,12,1,1,6,5,0,0,0,0,299,5,4
ITA-Serie A,2324,Lecce,Antonino Gallo,ITA,DF,24-054,2000,16.5,854,665,183,37,0,8,81,138,8,1,0,0,615,6,22
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,27-161,1996,24.6,1219,1119,96,41,0,3,1,5,0,0,0,0,1029,4,6
ITA-Serie A,2324,Lecce,Federico Di Francesco,ITA,"FW,MF",29-259,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
ITA-Serie A,2324,Lecce,Gabriel Strefezza,BRA,FW,26-316,1997,12.4,412,352,57,19,3,6,42,10,22,7,2,0,300,3,9
ITA-Serie A,2324,Lecce,Hamza Rafia,TUN,MF,24-332,1999,10.3,380,357,22,10,3,4,27,3,6,3,2,0,273,1,15
ITA-Serie A,2324,Lecce,Jeppe Corfitzen,DEN,FW,19-061,2004,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA-Serie A,2324,Lecce,Joan Gonzàlez,ESP,MF,22-027,2002,10.3,316,301,13,5,0,7,6,4,0,0,0,0,246,2,4
ITA-Serie A,2324,Lecce,Lameck Banda,ZAM,FW,23-030,2001,12.7,289,279,9,1,1,2,42,3,5,3,1,0,210,1,12
ITA-Serie A,2324,Lecce,Lorenzo Venuti,ITA,DF,28-322,1995,2.3,127,101,26,2,0,1,3,24,0,0,0,0,101,0,4
ITA-Serie A,2324,Lecce,Marcin Listkowski,POL,FW,26-018,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,26-170,1997,23.8,1231,1135,93,88,0,6,0,4,0,0,0,0,1048,3,8
ITA-Serie A,2324,Lecce,Medon Berisha,ALB,MF,20-130,2003,0.1,9,9,0,0,0,1,0,0,0,0,0,0,8,0,0
ITA-Serie A,2324,Lecce,Mohamed Kaba,FRA,MF,22-124,2001,14.6,431,408,20,7,1,1,7,2,0,0,0,0,344,3,7
ITA-Serie A,2324,Lecce,Nicola Sansone,ITA,"FW,MF",32-171,1991,6.1,205,190,14,3,1,3,18,0,11,4,6,0,153,1,4
ITA-Serie A,2324,Lecce,Nikola Krstović,MNE,FW,23-329,2000,16.7,346,311,34,1,2,2,2,3,0,0,0,0,232,1,14
ITA-Serie A,2324,Lecce,Patrick Dorgu,DEN,DF,19-125,2004,9.5,518,417,101,18,0,4,28,79,4,0,0,0,416,0,9
ITA-Serie A,2324,Lecce,Pontus Almqvist,SWE,FW,24-233,1999,17.2,364,359,5,2,1,0,17,2,1,1,0,0,274,0,12
ITA-Serie A,2324,Lecce,Rareș-Cătălin Burnete,ROU,FW,20-028,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Lecce,Remi Oudin,FRA,"MF,FW",27-102,1996,13.9,557,446,108,41,2,12,96,15,51,21,20,0,352,3,15
ITA-Serie A,2324,Lecce,Roberto Piccoli,ITA,FW,23-032,2001,8.4,135,124,10,0,1,1,5,0,0,0,0,0,79,1,7
ITA-Serie A,2324,Lecce,Santiago Pierotti,ARG,"MF,DF",22-331,2001,0.3,17,16,1,0,0,0,1,0,0,0,0,0,13,0,0
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23-252,2000,23.5,1013,752,258,26,3,2,43,232,0,0,0,0,776,3,20
ITA-Serie A,2324,Lecce,Wladimiro Falcone,ITA,GK,28-322,1995,26.0,757,543,212,37,0,2,0,0,0,0,0,0,532,2,0
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27-322,1996,23.4,883,869,13,12,2,5,7,1,0,0,0,0,695,1,22
ITA-Serie A,2324,Milan,Alejandro Jiménez,ESP,DF,18-296,2005,0.8,43,35,8,0,0,0,1,8,0,0,0,0,39,0,1
ITA-Serie A,2324,Milan,Alessandro Florenzi,ITA,DF,32-354,1991,12.6,847,704,141,33,0,13,68,79,29,16,10,0,696,2,10
ITA-Serie A,2324,Milan,Antonio Mirante,ITA,GK,40-235,1983,1.0,29,24,5,1,0,0,0,0,0,0,0,0,17,0,0
ITA-Serie A,2324,Milan,Chaka Traorè,CIV,FW,19-067,2004,0.2,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
ITA-Serie A,2324,Milan,Christian Pulisic,USA,FW,25-163,1998,19.4,733,705,25,2,2,2,64,8,15,2,10,0,566,3,29
ITA-Serie A,2324,Milan,Davide Bartesaghi,ITA,"DF,MF",18-061,2005,0.8,32,26,6,0,0,0,0,6,0,0,0,0,26,0,2
ITA-Serie A,2324,Milan,Davide Calabria,ITA,DF,27-084,1996,18.0,1132,951,179,26,1,5,30,153,0,0,0,0,967,2,11
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,26-071,1997,15.4,1143,1072,71,22,0,2,2,5,0,0,0,0,1040,0,7
ITA-Serie A,2324,Milan,Filippo Terracciano,ITA,FW,21-020,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2324,Milan,Francesco Camarda,ITA,FW,15-355,2008,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2324,Milan,Ismaël Bennacer,ALG,MF,26-089,1997,4.7,293,282,10,7,2,2,9,2,1,0,1,0,251,1,4
ITA-Serie A,2324,Milan,Jan-Carlo Simic,SRB,DF,18-302,2005,1.6,64,62,2,2,0,0,0,0,0,0,0,0,59,0,0
ITA-Serie A,2324,Milan,Kevin Zeroli,ITA,MF,19-048,2005,0.2,5,5,0,0,0,0,1,0,0,0,0,0,2,0,1
ITA-Serie A,2324,Milan,Luka Jović,SRB,FW,26-067,1997,6.5,108,92,13,1,0,0,1,1,0,0,0,0,80,3,3
ITA-Serie A,2324,Milan,Luka Romero,ARG,"FW,MF",19-102,2004,1.0,39,37,2,0,0,0,2,1,1,1,0,0,33,0,1
ITA-Serie A,2324,Milan,Malick Thiaw,GER,DF,22-204,2001,12.3,828,810,17,9,0,1,0,4,0,0,0,0,752,1,5
ITA-Serie A,2324,Milan,Marco Pellegrino,,DF,,,0.8,48,46,2,0,0,0,0,0,0,0,0,0,43,0,1
ITA-Serie A,2324,Milan,Marco Sportiello,ITA,GK,31-294,1992,2.0,71,65,6,4,0,0,0,0,0,0,0,0,61,0,0
ITA-Serie A,2324,Milan,Matteo Gabbia,ITA,DF,24-130,1999,7.1,421,396,25,11,0,1,0,2,0,0,0,0,387,0,1
ITA-Serie A,2324,Milan,Mike Maignan,FRA,GK,28-240,1995,23.0,963,801,153,36,0,2,0,0,0,0,0,0,803,9,2
ITA-Serie A,2324,Milan,Noah Okafor,SUI,"FW,MF",23-280,2000,5.6,103,96,4,0,0,1,11,2,0,0,0,0,66,3,3
ITA-Serie A,2324,Milan,Olivier Giroud,FRA,FW,37-151,1986,19.0,381,339,41,1,1,1,3,1,0,0,0,0,263,1,8
ITA-Serie A,2324,Milan,Pierre Kalulu,FRA,DF,23-268,2000,1.2,60,57,3,2,0,0,2,1,0,0,0,0,49,0,3
ITA-Serie A,2324,Milan,Rade Krunić,BIH,MF,30-144,1993,7.6,431,401,30,27,1,1,4,3,0,0,0,0,388,0,2
ITA-Serie A,2324,Milan,Rafael Leão,POR,FW,24-263,1999,19.0,688,663,22,4,5,5,81,14,4,0,0,0,495,3,20
ITA-Serie A,2324,Milan,Ruben Loftus-Cheek,ENG,MF,28-036,1996,17.0,562,556,5,1,1,1,11,1,0,0,0,0,473,1,7
ITA-Serie A,2324,Milan,Samuel Chukwueze,NGA,FW,24-282,1999,6.6,232,224,7,0,2,1,12,4,3,2,0,0,181,1,5
ITA-Serie A,2324,Milan,Simon Kjær,DEN,DF,34-339,1989,11.1,684,660,24,18,0,3,1,2,0,0,0,0,600,0,2
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,26-145,1997,22.9,1481,1300,178,57,4,11,53,99,14,3,7,0,1270,3,32
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25-214,1998,21.8,1163,1105,56,26,5,2,31,7,20,10,5,0,1042,2,18
ITA-Serie A,2324,Milan,Tommaso Pobega,ITA,MF,24-228,1999,3.3,117,117,0,0,1,0,0,0,0,0,0,0,90,0,5
ITA-Serie A,2324,Milan,Yacine Adli,FRA,MF,23-214,2000,11.0,873,819,53,23,2,11,40,5,25,8,10,0,746,1,10
ITA-Serie A,2324,Milan,Yunus Musah,USA,"MF,FW",21-091,2002,11.0,430,404,26,0,0,2,17,26,0,0,0,0,362,0,8
ITA-Serie A,2324,Monza,Alessandro Sorrentino,ITA,GK,21-331,2002,4.1,127,92,35,8,0,0,0,0,0,0,0,0,90,0,0
ITA-Serie A,2324,Monza,Alessio Zerbin,ITA,"DF,MF",24-362,1999,1.3,57,41,16,5,0,0,9,7,4,1,3,0,38,0,1
ITA-Serie A,2324,Monza,Andrea Carboni,ITA,DF,23-024,2001,12.2,781,756,25,7,0,10,13,17,0,0,0,0,673,0,6
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,"MF,FW",24-293,1999,20.5,712,628,78,14,2,19,86,8,56,14,33,0,543,6,11
ITA-Serie A,2324,Monza,Armando Izzo,ITA,DF,31-363,1992,8.1,579,552,27,21,0,3,3,3,0,0,0,0,527,0,3
ITA-Serie A,2324,Monza,Daniel Maldini,ITA,"FW,MF",22-140,2001,0.6,32,27,5,1,1,0,4,0,4,1,1,0,24,0,0
ITA-Serie A,2324,Monza,Danilo D'Ambrosio,ITA,DF,35-172,1988,15.1,951,889,61,30,1,2,6,27,0,0,0,0,852,1,7
ITA-Serie A,2324,Monza,Dany Mota,POR,"FW,MF",25-302,1998,17.2,643,596,44,4,1,5,66,4,25,2,20,0,469,3,25
ITA-Serie A,2324,Monza,Davide Bettella,ITA,MF,23-327,2000,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA-Serie A,2324,Monza,Gianluca Caprari,ITA,"MF,FW",30-213,1993,2.8,111,102,9,1,0,0,6,2,5,1,3,0,88,0,6
ITA-Serie A,2324,Monza,Giorgio Cittadini,ITA,DF,21-316,2002,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2324,Monza,Giorgos Kyriakopoulos,GRE,"DF,MF",28-023,1996,14.4,838,715,121,11,0,0,67,96,14,0,14,0,686,2,27
ITA-Serie A,2324,Monza,Giulio Donati,ITA,DF,34-023,1990,0.1,14,10,4,0,0,0,2,4,0,0,0,0,8,0,1
ITA-Serie A,2324,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31-140,1992,3.4,115,114,1,0,1,1,0,0,0,0,0,0,93,0,5
ITA-Serie A,2324,Monza,Lorenzo Colombo,ITA,FW,21-357,2002,14.1,242,232,10,1,0,3,2,2,0,0,0,0,173,0,6
ITA-Serie A,2324,Monza,Luca Caldirola,ITA,DF,33-027,1991,20.7,1229,1162,65,37,0,7,4,7,0,0,0,0,1113,2,10
ITA-Serie A,2324,Monza,Matteo Pessina,ITA,MF,26-313,1997,25.1,1578,1495,79,47,0,8,11,4,0,0,0,0,1399,4,17
ITA-Serie A,2324,Monza,Michele Di Gregorio,ITA,GK,26-216,1997,21.9,878,683,194,40,0,2,0,0,0,0,0,0,691,1,0
ITA-Serie A,2324,Monza,Milan Đurić,BIH,FW,33-282,1990,3.4,72,72,0,0,0,0,0,0,0,0,0,0,37,0,3
ITA-Serie A,2324,Monza,Mirko Marić,CRO,FW,28-288,1995,3.2,91,87,4,0,0,0,1,0,0,0,0,0,66,0,4
ITA-Serie A,2324,Monza,Pablo Marí,ESP,DF,30-181,1993,17.3,1069,1040,28,19,0,3,3,5,0,0,0,0,979,1,4
ITA-Serie A,2324,Monza,Papu Gómez,ARG,"MF,FW",36-013,1988,0.5,19,13,5,1,1,0,5,0,4,1,2,0,11,1,0
ITA-Serie A,2324,Monza,Patrick Ciurria,ITA,"DF,MF",29-019,1995,17.3,835,731,103,7,2,2,52,89,7,2,4,0,652,1,25
ITA-Serie A,2324,Monza,Pedro Pereira,POR,DF,26-037,1998,7.4,421,364,54,2,0,2,31,52,0,0,0,0,332,3,16
ITA-Serie A,2324,Monza,Pepín,EQG,"MF,FW",27-198,1996,2.6,138,130,6,1,2,1,4,2,3,0,3,0,110,2,3
ITA-Serie A,2324,Monza,Roberto Gagliardini,ITA,"MF,DF",29-327,1994,21.1,1219,1173,44,34,2,13,4,7,3,0,0,0,1103,2,8
ITA-Serie A,2324,Monza,Samuele Birindelli,ITA,DF,24-224,1999,11.9,555,472,80,7,1,8,26,73,0,0,0,0,456,3,16
ITA-Serie A,2324,Monza,Samuele Vignato,ITA,"MF,FW",20-004,2004,3.8,128,118,10,2,1,3,8,1,6,0,5,0,107,0,3
ITA-Serie A,2324,Monza,Valentin Carboni,ARG,MF,18-360,2005,8.1,336,327,9,1,3,3,10,2,5,2,2,0,278,0,12
ITA-Serie A,2324,Monza,Warren Bondo,FRA,MF,20-166,2003,7.1,284,276,7,4,0,0,2,0,1,0,0,0,248,1,6
ITA-Serie A,2324,Napoli,Alessandro Zanoli,ITA,"DF,FW",23-148,2000,0.6,40,37,3,0,0,0,2,3,0,0,0,0,33,0,0
ITA-Serie A,2324,Napoli,Alessio Zerbin,ITA,"FW,DF",24-362,1999,1.7,71,63,8,1,0,1,7,6,1,0,1,0,56,0,5
ITA-Serie A,2324,Napoli,Alex Meret,ITA,GK,26-343,1997,17.8,519,398,120,36,0,0,0,0,0,0,0,0,433,1,0
ITA-Serie A,2324,Napoli,Amir Rrahmani,KVX,DF,30-004,1994,19.5,1533,1473,56,49,0,33,2,1,0,0,0,0,1374,4,4
ITA-Serie A,2324,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28-104,1995,18.3,1139,1116,20,12,0,3,12,8,0,0,0,0,992,3,12
ITA-Serie A,2324,Napoli,Cyril Ngonge,BEL,FW,23-278,2000,0.8,29,28,1,0,0,1,2,1,0,0,0,0,23,0,0
ITA-Serie A,2324,Napoli,Diego Demme,GER,MF,32-099,1991,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1
ITA-Serie A,2324,Napoli,Elif Elmas,MKD,"FW,MF",24-157,1999,3.8,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4
ITA-Serie A,2324,Napoli,Giacomo Raspadori,ITA,"FW,MF",24-010,2000,13.8,519,476,40,8,6,11,38,2,13,3,8,0,394,3,15
ITA-Serie A,2324,Napoli,Gianluca Gaetano,ITA,MF,23-299,2000,1.8,79,78,1,1,0,1,3,0,0,0,0,0,70,0,1
ITA-Serie A,2324,Napoli,Giovanni Di Lorenzo,ITA,DF,30-208,1993,24.0,1794,1536,254,28,3,19,86,226,0,0,0,0,1524,4,30
ITA-Serie A,2324,Napoli,Giovanni Simeone,ARG,FW,28-238,1995,6.8,128,115,11,0,1,0,5,0,0,0,0,0,92,2,3
ITA-Serie A,2324,Napoli,Hamed Junior Traorè,CIV,MF,24-012,2000,0.6,20,20,0,0,0,1,0,0,0,0,0,0,15,0,0
ITA-Serie A,2324,Napoli,Jens Cajuste,SWE,MF,24-202,1999,6.6,274,268,5,1,0,1,1,4,0,0,0,0,235,1,5
ITA-Serie A,2324,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23-364,2000,3.5,159,154,5,1,1,0,5,2,2,1,1,0,131,0,6
ITA-Serie A,2324,Napoli,Juan Jesus,BRA,DF,32-263,1991,14.5,1104,1053,49,32,0,3,0,12,0,0,0,0,999,2,2
ITA-Serie A,2324,Napoli,Khvicha Kvaratskhelia,GEO,FW,23-016,2001,20.1,801,744,54,9,3,21,62,18,25,17,4,0,643,3,17
ITA-Serie A,2324,Napoli,Leander Dendoncker,BEL,MF,28-319,1995,0.1,11,10,1,1,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2324,Napoli,Leo Skiri Østigård,NOR,DF,24-092,1999,10.7,740,722,14,11,0,5,1,3,0,0,0,0,642,4,3
ITA-Serie A,2324,Napoli,Mathías Olivera,URU,DF,26-120,1997,9.7,646,542,103,14,0,4,21,89,0,0,0,0,559,1,15
ITA-Serie A,2324,Napoli,Matteo Politano,ITA,FW,30-209,1993,16.6,829,729,93,23,2,20,78,25,40,18,6,2,639,7,26
ITA-Serie A,2324,Napoli,Mário Rui,POR,DF,32-277,1991,9.2,750,641,109,25,1,11,49,69,15,0,14,0,600,0,12
ITA-Serie A,2324,Napoli,Natan,BRA,DF,23-022,2001,9.8,590,547,42,22,0,7,5,20,0,0,0,0,520,1,5
ITA-Serie A,2324,Napoli,Nikita Contini Baranovsky,ITA,GK,27-283,1996,0.2,4,2,2,1,0,0,0,0,0,0,0,0,4,0,0
ITA-Serie A,2324,Napoli,Pasquale Mazzocchi,ITA,DF,28-216,1995,3.1,193,169,24,2,2,2,9,22,0,0,0,0,154,0,1
ITA-Serie A,2324,Napoli,Pierluigi Gollini,ITA,GK,28-347,1995,7.0,266,197,69,16,0,2,0,0,0,0,0,0,218,0,0
ITA-Serie A,2324,Napoli,Piotr Zieliński,POL,MF,29-284,1994,17.1,978,890,82,25,5,7,68,1,52,8,31,0,803,6,14
ITA-Serie A,2324,Napoli,Stanislav Lobotka,SVK,MF,29-095,1994,23.6,1473,1443,27,24,2,11,3,1,0,0,0,0,1355,3,9
ITA-Serie A,2324,Napoli,Victor Osimhen,NGA,FW,25-061,1998,11.9,148,132,13,0,0,0,11,1,0,0,0,0,95,3,9
ITA-Serie A,2324,Roma,Andrea Belotti,ITA,FW,30-070,1993,7.5,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10
ITA-Serie A,2324,Roma,Angeliño,ESP,DF,27-055,1997,2.9,157,136,20,2,0,2,6,17,1,0,0,0,123,1,1
ITA-Serie A,2324,Roma,Bryan Cristante,ITA,"MF,DF",28-362,1995,24.7,1455,1423,25,23,1,11,11,2,0,0,0,0,1199,7,25
ITA-Serie A,2324,Roma,Chris Smalling,ENG,DF,34-098,1989,3.7,201,197,4,4,0,1,0,0,0,0,0,0,174,0,1
ITA-Serie A,2324,Roma,Dean Huijsen,NED,DF,18-320,2005,3.7,259,251,8,3,0,2,0,0,0,0,0,0,229,0,5
ITA-Serie A,2324,Roma,Diego Llorente,ESP,DF,30-196,1993,18.1,1194,1164,30,17,1,2,4,3,0,0,0,0,1091,0,8
ITA-Serie A,2324,Roma,Edoardo Bove,ITA,MF,21-288,2002,15.2,608,597,6,6,3,3,5,0,0,0,0,0,500,5,15
ITA-Serie A,2324,Roma,Gianluca Mancini,ITA,DF,27-317,1996,23.4,1451,1378,70,53,2,5,20,1,0,0,0,0,1246,3,5
ITA-Serie A,2324,Roma,Houssem Aouar,ALG,MF,25-243,1998,5.0,213,199,14,3,0,0,10,3,8,5,2,0,174,0,5
ITA-Serie A,2324,Roma,Leandro Paredes,ARG,MF,29-244,1994,20.4,1354,1229,124,74,2,16,61,6,44,22,20,0,1179,1,16
ITA-Serie A,2324,Roma,Leonardo Spinazzola,ITA,DF,30-340,1993,12.2,690,587,98,4,3,5,70,94,0,0,0,0,534,5,13
ITA-Serie A,2324,Roma,Lorenzo Pellegrini,ITA,MF,27-254,1996,12.9,540,495,44,17,5,3,44,1,25,12,10,0,420,1,9
ITA-Serie A,2324,Roma,Mile Svilar,SRB,GK,24-185,1999,3.0,117,95,22,8,0,0,0,0,0,0,0,0,104,0,0
ITA-Serie A,2324,Roma,Niccolò Pisilli,ITA,MF,19-158,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2324,Roma,Nicola Zalewski,POL,"DF,FW",22-036,2002,7.7,334,273,59,6,0,4,29,52,1,0,1,0,251,2,17
ITA-Serie A,2324,Roma,Obite N'Dicka,CIV,DF,24-192,1999,15.8,1035,1002,32,22,0,0,9,6,0,0,0,0,926,1,6
ITA-Serie A,2324,Roma,Ola Solbakken,NOR,FW,25-174,1998,0.3,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
ITA-Serie A,2324,Roma,Paulo Dybala,ARG,"FW,MF",30-105,1993,15.0,719,645,69,16,4,8,59,6,31,12,16,0,570,5,12
ITA-Serie A,2324,Roma,Rasmus Nissen,DEN,DF,26-232,1997,16.2,872,734,133,7,1,1,38,126,0,0,0,0,669,5,23
ITA-Serie A,2324,Roma,Renato Sanches,POR,MF,26-194,1997,1.4,67,66,1,1,0,0,3,0,0,0,0,0,58,0,1
