,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,Augsburg,Sven Michel,GER,"FW,MF",33-228,1990,5.3,193,3,17,78,98,26,191,21,10,47.6,10,47.6,108,452,159,5,3,3,18,10,131,31
GER-Bundesliga,2324,Augsburg,Tim Breithaupt,GER,MF,22-021,2002,2.9,124,6,39,69,16,1,124,0,0,,0,,51,167,80,0,1,0,2,1,59,1
GER-Bundesliga,2324,Bayern Munich,Aleksandar Pavlovic,GER,MF,19-301,2004,7.1,549,10,108,353,90,7,549,4,2,50.0,2,50.0,350,1964,894,10,11,2,8,7,393,5
GER-Bundesliga,2324,Bayern Munich,Alphonso Davies,CAN,DF,23-118,2000,15.7,1380,48,395,620,395,43,1380,84,47,56.0,33,39.3,895,5441,3083,84,65,23,28,13,948,94
GER-Bundesliga,2324,Bayern Munich,Bouna Sarr,SEN,DF,32-028,1992,1.2,116,2,19,80,17,2,116,4,1,25.0,2,50.0,58,256,136,3,2,1,2,0,80,4
GER-Bundesliga,2324,Bayern Munich,Bryan Zaragoza,ESP,MF,22-309,2001,0.3,24,0,2,11,11,1,24,3,1,33.3,2,66.7,16,120,66,2,2,0,1,0,19,3
GER-Bundesliga,2324,Bayern Munich,Dayot Upamecano,FRA,DF,25-124,1998,15.3,1570,102,503,991,88,14,1570,8,4,50.0,4,50.0,1087,6186,3733,22,18,0,5,2,1211,9
GER-Bundesliga,2324,Bayern Munich,Eric Dier,ENG,DF,30-044,1994,4.6,455,48,181,257,17,1,455,0,0,,0,,311,1630,868,4,10,0,1,0,347,1
GER-Bundesliga,2324,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"MF,FW",34-342,1989,4.7,235,6,28,94,114,38,235,20,13,65.0,5,25.0,126,599,228,10,2,7,10,12,170,41
GER-Bundesliga,2324,Bayern Munich,Frans Krätzig,GER,DF,21-045,2003,0.6,60,4,20,23,17,1,60,1,0,0.0,1,100.0,38,220,108,0,1,0,1,2,42,7
GER-Bundesliga,2324,Bayern Munich,Harry Kane,ENG,FW,30-215,1993,22.6,711,15,55,286,376,123,708,38,15,39.5,19,50.0,463,2267,977,26,19,9,32,34,553,107
GER-Bundesliga,2324,Bayern Munich,Jamal Musiala,GER,"MF,FW",21-002,2003,14.8,838,4,76,325,465,81,838,116,62,53.4,46,39.7,558,3698,2107,74,46,20,49,37,653,112
GER-Bundesliga,2324,Bayern Munich,Joshua Kimmich,GER,MF,29-020,1995,14.2,1501,40,228,842,438,3,1501,7,1,14.3,4,57.1,882,4789,2067,23,39,0,11,9,1120,24
GER-Bundesliga,2324,Bayern Munich,Kim Min-jae,KOR,DF,27-105,1996,16.7,1826,213,823,966,46,13,1826,1,1,100.0,0,0.0,1050,4832,2586,11,10,0,5,4,1350,2
GER-Bundesliga,2324,Bayern Munich,Kingsley Coman,FRA,FW,27-260,1996,11.5,723,4,71,206,452,82,723,61,27,44.3,29,47.5,507,3688,1999,69,33,32,23,20,593,187
GER-Bundesliga,2324,Bayern Munich,Konrad Laimer,AUT,"DF,MF",26-277,1997,14.4,1237,19,226,656,368,41,1237,39,18,46.2,19,48.7,746,3995,2233,56,42,14,13,12,873,86
GER-Bundesliga,2324,Bayern Munich,Leon Goretzka,GER,MF,29-022,1995,15.4,1142,46,256,630,267,45,1142,12,5,41.7,5,41.7,637,3554,1969,38,27,1,9,9,852,48
GER-Bundesliga,2324,Bayern Munich,Leroy Sané,GER,FW,28-048,1996,21.4,1275,6,91,394,815,134,1275,152,84,55.3,59,38.8,847,6906,3687,111,73,42,59,40,985,259
GER-Bundesliga,2324,Bayern Munich,Lovro Zvonarek,CRO,MF,18-296,2005,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
GER-Bundesliga,2324,Bayern Munich,Manuel Neuer,GER,GK,37-338,1986,15.0,616,455,596,19,1,1,616,1,1,100.0,0,0.0,392,2088,1279,0,0,0,0,0,400,0
GER-Bundesliga,2324,Bayern Munich,Mathys Tel,FRA,"FW,MF",18-307,2005,4.6,282,5,30,84,177,46,282,38,22,57.9,16,42.1,193,1753,787,24,13,19,14,12,210,54
GER-Bundesliga,2324,Bayern Munich,Matthijs de Ligt,NED,DF,24-200,1999,10.1,865,81,316,500,52,18,865,2,2,100.0,0,0.0,552,2881,1575,11,9,1,6,2,648,4
GER-Bundesliga,2324,Bayern Munich,Noussair Mazraoui,MAR,DF,26-106,1997,11.1,949,31,204,486,263,30,949,17,7,41.2,9,52.9,546,2457,1342,28,19,5,12,6,659,67
GER-Bundesliga,2324,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30-068,1993,8.9,781,15,173,358,253,27,781,17,11,64.7,6,35.3,442,2305,1408,28,24,4,9,5,617,55
GER-Bundesliga,2324,Bayern Munich,Ryan Gravenberch,NED,FW,21-288,2002,0.1,7,0,0,3,4,2,7,1,1,100.0,0,0.0,3,16,9,0,0,0,0,0,5,3
GER-Bundesliga,2324,Bayern Munich,Sacha Boey,FRA,DF,23-168,2000,1.2,85,4,28,34,24,3,85,6,2,33.3,3,50.0,42,226,98,1,1,0,2,0,52,8
GER-Bundesliga,2324,Bayern Munich,Serge Gnabry,GER,"FW,MF",28-229,1995,2.5,131,1,8,57,68,19,131,7,3,42.9,4,57.1,73,564,323,12,5,5,4,3,99,26
GER-Bundesliga,2324,Bayern Munich,Sven Ulreich,GER,GK,35-209,1988,8.0,304,227,300,4,0,0,304,0,0,,0,,196,702,258,0,0,0,0,0,195,0
GER-Bundesliga,2324,Bayern Munich,Thomas Müller,GER,"MF,FW",34-168,1989,9.5,508,5,26,181,304,65,508,9,4,44.4,4,44.4,275,1202,708,21,21,7,12,12,382,97
GER-Bundesliga,2324,Bochum,Anthony Losilla,FRA,MF,37-355,1986,19.4,820,55,201,485,138,33,820,13,6,46.2,7,53.8,300,1017,384,8,5,1,21,9,394,26
GER-Bundesliga,2324,Bochum,Bernardo,BRA,DF,28-290,1995,22.0,1379,153,564,684,143,24,1379,18,10,55.6,6,33.3,550,2763,1353,19,16,1,23,11,606,21
GER-Bundesliga,2324,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",30-021,1994,11.6,506,9,59,142,311,43,506,26,6,23.1,17,65.4,265,1876,969,46,18,16,28,18,315,116
GER-Bundesliga,2324,Bochum,Cristian Gamboa,CRC,DF,34-127,1989,12.7,572,35,180,290,110,1,572,11,5,45.5,4,36.4,263,1202,505,12,10,0,9,3,270,16
GER-Bundesliga,2324,Bochum,Danilo Soares,BRA,DF,32-122,1991,3.9,227,18,70,116,48,1,227,7,6,85.7,0,0.0,93,447,173,3,1,0,6,2,95,8
GER-Bundesliga,2324,Bochum,Erhan Mašović,SRB,"DF,MF",25-098,1998,18.2,739,77,314,361,70,21,739,3,1,33.3,1,33.3,283,1328,576,4,5,0,12,5,317,7
GER-Bundesliga,2324,Bochum,Felix Passlack,GER,DF,25-275,1998,4.8,250,13,47,133,72,6,250,4,2,50.0,2,50.0,100,406,191,2,4,0,7,2,125,25
GER-Bundesliga,2324,Bochum,Gonçalo Paciência,POR,FW,29-211,1994,6.4,263,7,19,130,116,30,263,23,12,52.2,10,43.5,157,582,250,8,5,3,29,23,201,43
GER-Bundesliga,2324,Bochum,Ivan Ordets,UKR,DF,31-235,1992,13.7,611,107,298,264,50,31,611,0,0,,0,,211,1065,471,4,2,0,4,0,255,6
GER-Bundesliga,2324,Bochum,Keven Schlotterbeck,GER,DF,26-306,1997,13.3,700,114,373,275,52,28,700,1,1,100.0,0,0.0,281,1174,701,3,1,0,7,0,306,5
GER-Bundesliga,2324,Bochum,Kevin Stöger,AUT,MF,30-185,1993,18.8,1473,22,167,834,486,27,1469,32,10,31.3,17,53.1,759,4096,2054,51,41,1,27,28,909,73
GER-Bundesliga,2324,Bochum,Lukas Daschner,GER,"MF,FW",25-150,1998,3.8,158,1,13,62,86,18,158,17,9,52.9,6,35.3,90,471,170,6,6,2,10,5,102,20
GER-Bundesliga,2324,Bochum,Manuel Riemann,GER,GK,35-172,1988,23.0,1257,746,1149,111,2,0,1257,0,0,,0,,762,4131,2703,0,0,0,1,0,622,0
GER-Bundesliga,2324,Bochum,Matúš Bero,SVK,"MF,FW",28-175,1995,12.4,500,30,96,230,181,26,500,16,3,18.8,12,75.0,224,956,375,8,10,2,24,15,282,54
GER-Bundesliga,2324,Bochum,Maximilian Wittek,GER,"DF,MF",28-191,1995,6.8,420,25,113,215,94,2,420,11,4,36.4,4,36.4,162,820,425,12,6,2,9,3,188,22
GER-Bundesliga,2324,Bochum,Moritz Broschinski,GER,"FW,MF",23-158,2000,8.2,228,9,16,94,119,25,228,18,6,33.3,11,61.1,124,588,237,10,8,5,28,22,159,42
GER-Bundesliga,2324,Bochum,Moritz-Broni Kwarteng,GHA,"FW,MF",25-306,1998,3.0,143,0,14,61,70,15,143,18,7,38.9,8,44.4,90,615,250,8,6,3,14,5,94,23
GER-Bundesliga,2324,Bochum,Noah Loosli,SUI,"DF,MF",27-036,1997,2.8,130,16,70,56,5,2,130,1,1,100.0,0,0.0,62,287,116,1,1,0,2,0,55,1
GER-Bundesliga,2324,Bochum,Patrick Osterhage,GER,MF,24-027,2000,13.6,729,39,179,388,173,22,729,21,10,47.6,10,47.6,372,2078,890,18,11,2,24,9,402,51
GER-Bundesliga,2324,Bochum,Philipp Förster,GER,"MF,FW",29-024,1995,3.6,210,2,23,102,87,8,210,3,0,0.0,1,33.3,104,577,248,7,7,1,8,6,122,15
GER-Bundesliga,2324,Bochum,Philipp Hofmann,GER,FW,30-335,1993,9.3,321,10,26,161,135,41,321,10,5,50.0,5,50.0,134,475,111,2,3,0,28,4,241,51
GER-Bundesliga,2324,Bochum,Simon Zoller,GER,"FW,MF",32-247,1991,0.5,10,1,1,8,1,0,10,0,0,,0,,2,9,0,0,0,0,1,0,6,0
GER-Bundesliga,2324,Bochum,Takuma Asano,JPN,"FW,MF",29-110,1994,15.8,415,16,50,144,233,73,415,20,10,50.0,9,45.0,249,1852,889,40,19,24,32,22,274,104
GER-Bundesliga,2324,Bochum,Tim Oermann,GER,DF,20-145,2003,5.5,250,28,79,125,51,2,250,5,1,20.0,4,80.0,84,600,296,6,7,2,9,4,86,4
GER-Bundesliga,2324,Darmstadt 98,Aaron Seydel,GER,"FW,MF",28-021,1996,3.1,124,7,9,60,56,11,124,6,1,16.7,4,66.7,44,219,48,3,2,1,8,7,93,10
GER-Bundesliga,2324,Darmstadt 98,Alexander Brunst,GER,GK,28-236,1995,1.0,48,33,47,1,0,0,48,0,0,,0,,26,141,98,0,0,0,0,0,18,0
GER-Bundesliga,2324,Darmstadt 98,Andreas Müller,GER,MF,23-223,2000,2.1,124,4,28,77,22,1,124,2,0,0.0,2,100.0,66,353,130,1,3,0,2,1,75,6
GER-Bundesliga,2324,Darmstadt 98,Bartol Franjić,CRO,MF,24-045,2000,9.9,511,31,141,308,68,6,511,10,5,50.0,5,50.0,259,1408,664,11,8,1,10,6,317,13
GER-Bundesliga,2324,Darmstadt 98,Braydon Manu,GHA,MF,26-337,1997,0.9,27,0,4,11,12,4,27,6,3,50.0,3,50.0,20,90,53,2,0,1,1,0,22,8
GER-Bundesliga,2324,Darmstadt 98,Christoph Klarer,AUT,DF,23-259,2000,16.6,999,111,517,423,63,24,999,5,4,80.0,1,20.0,585,2470,1285,7,5,1,4,4,717,10
GER-Bundesliga,2324,Darmstadt 98,Christoph Zimmermann,GER,DF,31-047,1993,9.6,532,67,307,211,19,6,532,2,2,100.0,0,0.0,243,1241,668,3,2,0,5,2,284,1
GER-Bundesliga,2324,Darmstadt 98,Clemens Riedel,GER,DF,20-224,2003,6.2,532,43,197,276,63,6,532,7,4,57.1,3,42.9,349,1706,943,3,8,0,3,0,366,27
GER-Bundesliga,2324,Darmstadt 98,Emir Karic,AUT,DF,26-264,1997,12.2,919,42,250,447,231,10,919,18,11,61.1,6,33.3,475,2624,1630,39,20,1,15,2,580,64
GER-Bundesliga,2324,Darmstadt 98,Fabian Holland,GER,"MF,DF",33-232,1990,17.5,958,46,243,547,175,16,958,13,7,53.8,5,38.5,529,2415,1199,10,10,1,19,8,608,42
GER-Bundesliga,2324,Darmstadt 98,Fabian Nürnberger,GER,"DF,MF",24-215,1999,13.3,813,23,176,372,270,21,813,27,16,59.3,11,40.7,458,2529,1194,25,21,6,13,11,533,73
GER-Bundesliga,2324,Darmstadt 98,Fabian Schnellhardt,GER,MF,30-047,1994,2.4,176,6,40,98,40,2,176,1,1,100.0,0,0.0,91,457,232,5,3,0,2,2,117,9
GER-Bundesliga,2324,Darmstadt 98,Fabio Torsiello,ITA,"DF,MF",19-026,2005,0.8,32,1,5,17,10,1,32,2,1,50.0,1,50.0,17,94,58,2,0,0,3,2,18,5
GER-Bundesliga,2324,Darmstadt 98,Filip Stojilković,SUI,"FW,MF",24-055,2000,1.7,35,1,2,12,21,8,35,3,1,33.3,1,33.3,24,156,99,4,2,4,4,0,25,10
GER-Bundesliga,2324,Darmstadt 98,Frank Ronstadt,GER,"DF,MF",26-222,1997,0.8,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4
GER-Bundesliga,2324,Darmstadt 98,Fraser Hornby,SCO,"FW,MF",24-168,1999,2.4,91,5,8,34,51,18,91,4,1,25.0,3,75.0,38,234,125,7,3,4,4,4,57,7
GER-Bundesliga,2324,Darmstadt 98,Gerrit Holtmann,PHI,"MF,FW",28-340,1995,0.9,56,1,6,23,30,3,56,7,2,28.6,3,42.9,29,316,177,5,5,3,5,9,41,6
GER-Bundesliga,2324,Darmstadt 98,Jannik Müller,GER,DF,30-041,1994,7.1,390,35,198,174,20,4,390,1,1,100.0,0,0.0,187,885,462,2,0,0,7,2,224,5
GER-Bundesliga,2324,Darmstadt 98,Julian Justvan,GER,"FW,MF",25-332,1998,4.0,194,2,17,80,99,10,194,16,7,43.8,8,50.0,126,727,407,12,13,3,6,5,134,28
GER-Bundesliga,2324,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",34-076,1989,10.7,705,66,307,352,47,8,705,3,2,66.7,1,33.3,368,2135,1052,7,3,0,5,3,432,4
GER-Bundesliga,2324,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",27-192,1996,15.9,478,20,51,225,206,53,478,15,6,40.0,7,46.7,243,1115,429,12,10,2,21,15,319,71
GER-Bundesliga,2324,Darmstadt 98,Marcel Schuhen,GER,GK,31-046,1993,22.0,1134,850,1099,35,0,0,1134,0,0,,0,,668,3253,1984,0,0,0,0,0,588,0
GER-Bundesliga,2324,Darmstadt 98,Marvin Mehlem,GER,MF,26-170,1997,13.7,673,18,122,349,206,35,673,21,8,38.1,12,57.1,356,1746,769,23,13,12,32,15,422,65
GER-Bundesliga,2324,Darmstadt 98,Matej Maglica,CRO,DF,25-156,1998,12.5,847,85,428,371,53,10,847,3,1,33.3,2,66.7,449,2190,1192,9,9,1,4,4,525,4
GER-Bundesliga,2324,Darmstadt 98,Mathias Honsak,AUT,"MF,FW",27-070,1996,6.6,277,13,47,103,128,23,277,17,3,17.6,14,82.4,167,882,317,14,9,5,31,6,202,42
GER-Bundesliga,2324,Darmstadt 98,Matthias Bader,GER,"DF,MF",26-256,1997,16.2,941,41,314,410,228,21,941,37,12,32.4,20,54.1,494,2804,1447,31,27,3,27,12,515,58
GER-Bundesliga,2324,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",20-149,2003,6.8,161,7,11,72,78,19,161,5,1,20.0,4,80.0,74,351,115,5,2,3,13,6,116,32
GER-Bundesliga,2324,Darmstadt 98,Sebastian Polter,GER,FW,32-333,1991,3.0,91,0,1,42,48,15,91,2,1,50.0,1,50.0,54,222,62,4,0,1,8,3,81,15
GER-Bundesliga,2324,Darmstadt 98,Thomas Isherwood,SWE,DF,26-031,1998,3.6,220,24,114,96,11,2,220,1,1,100.0,0,0.0,132,768,471,5,5,0,2,0,153,1
GER-Bundesliga,2324,Darmstadt 98,Tim Skarke,GER,"FW,MF",27-174,1996,17.7,744,17,110,305,339,46,744,45,18,40.0,24,53.3,432,2601,1223,39,22,15,28,17,501,132
GER-Bundesliga,2324,Darmstadt 98,Tobias Kempe,GER,MF,34-246,1989,9.6,456,10,62,218,182,22,453,12,4,33.3,8,66.7,207,1118,482,10,10,2,17,5,249,38
GER-Bundesliga,2324,Dortmund,Alexander Meyer,GER,GK,32-321,1991,3.7,193,142,192,1,0,0,193,0,0,,0,,132,662,331,0,0,0,0,0,116,0
GER-Bundesliga,2324,Dortmund,Antonios Papadopoulos,GER,DF,24-171,1999,0.3,19,5,17,2,0,0,19,0,0,,0,,6,42,30,0,0,0,0,0,6,0
GER-Bundesliga,2324,Dortmund,Donyell Malen,NED,"FW,MF",25-050,1999,16.4,654,9,68,210,386,93,654,79,35,44.3,33,41.8,438,3119,1614,62,36,37,47,27,510,126
GER-Bundesliga,2324,Dortmund,Emre Can,GER,"MF,DF",30-047,1994,14.9,1207,76,434,670,117,7,1206,19,7,36.8,10,52.6,660,3814,1761,24,13,1,21,13,818,12
GER-Bundesliga,2324,Dortmund,Felix Nmecha,GER,MF,23-141,2000,6.7,344,13,58,194,95,19,344,10,5,50.0,3,30.0,187,1161,527,11,11,3,8,6,233,18
GER-Bundesliga,2324,Dortmund,Gio Reyna,USA,"MF,FW",21-107,2002,3.1,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19
GER-Bundesliga,2324,Dortmund,Gregor Kobel,SUI,GK,26-084,1997,19.3,908,678,901,7,0,0,908,0,0,,0,,543,2728,1294,0,0,0,0,0,521,0
GER-Bundesliga,2324,Dortmund,Hendry Blank,GER,DF,19-191,2004,0.5,66,11,38,28,0,0,66,0,0,,0,,49,201,80,0,0,0,0,1,56,0
GER-Bundesliga,2324,Dortmund,Ian Maatsen,NED,DF,21-355,2002,6.8,591,20,170,289,142,17,591,15,8,53.3,7,46.7,344,2192,1167,26,12,6,8,6,400,32
GER-Bundesliga,2324,Dortmund,Jadon Sancho,ENG,"FW,MF",23-340,2000,3.8,236,3,28,82,130,22,236,31,16,51.6,12,38.7,176,1292,748,24,20,12,8,1,192,45
GER-Bundesliga,2324,Dortmund,Jamie Bynoe-Gittens,ENG,"FW,MF",19-204,2004,7.2,377,9,44,141,200,45,377,62,25,40.3,27,43.5,249,2003,957,33,30,24,20,22,275,65
GER-Bundesliga,2324,Dortmund,Julian Brandt,GER,"MF,FW",27-302,1996,17.1,1045,19,141,445,468,45,1045,48,19,39.6,28,58.3,570,3647,1464,51,34,14,28,32,731,115
GER-Bundesliga,2324,Dortmund,Julian Ryerson,NOR,DF,26-103,1997,12.7,847,34,266,357,237,19,847,23,7,30.4,11,47.8,496,2725,1409,27,29,4,17,10,524,77
GER-Bundesliga,2324,Dortmund,Julien Duranville,BEL,MF,17-299,2006,0.0,10,0,0,6,4,0,10,3,2,66.7,1,33.3,6,38,20,1,0,0,2,2,7,0
GER-Bundesliga,2324,Dortmund,Karim Adeyemi,GER,"FW,MF",22-041,2002,4.3,206,4,32,90,90,26,206,28,9,32.1,15,53.6,135,1080,488,22,8,14,17,12,136,43
GER-Bundesliga,2324,Dortmund,Marcel Sabitzer,AUT,MF,29-348,1994,16.3,969,48,198,522,253,33,969,22,10,45.5,10,45.5,527,2583,1434,30,14,4,16,10,648,52
GER-Bundesliga,2324,Dortmund,Marco Reus,GER,"MF,FW",34-273,1989,13.4,629,22,99,290,247,49,629,16,8,50.0,7,43.8,326,1787,826,20,23,4,30,12,422,62
GER-Bundesliga,2324,Dortmund,Marius Wolf,GER,DF,28-277,1995,7.5,560,16,144,251,168,12,560,15,7,46.7,7,46.7,281,1501,986,24,21,2,12,2,362,53
GER-Bundesliga,2324,Dortmund,Mateu Morey,ESP,DF,23-363,2000,0.0,5,0,1,4,0,0,5,0,0,,0,,3,25,25,0,0,0,0,0,4,1
GER-Bundesliga,2324,Dortmund,Mats Hummels,GER,DF,35-074,1988,11.3,1088,103,442,602,56,14,1088,7,2,28.6,4,57.1,717,3677,2210,8,11,0,3,4,762,0
GER-Bundesliga,2324,Dortmund,Niclas Füllkrug,GER,FW,31-019,1993,17.7,610,25,55,263,294,81,607,16,4,25.0,8,50.0,317,1214,410,12,14,7,41,21,487,99
GER-Bundesliga,2324,Dortmund,Nico Schlotterbeck,GER,DF,24-089,1999,21.5,2012,202,889,1033,105,29,2012,9,3,33.3,4,44.4,1247,6918,4496,38,30,1,11,3,1452,7
GER-Bundesliga,2324,Dortmund,Niklas Süle,GER,DF,28-178,1995,11.4,1107,113,511,545,55,10,1107,2,1,50.0,1,50.0,704,3468,1907,15,11,0,2,6,842,8
GER-Bundesliga,2324,Dortmund,Ole Pohlmann,GER,MF,22-329,2001,0.4,21,0,1,9,11,2,21,2,1,50.0,1,50.0,12,90,24,0,1,1,1,1,13,1
GER-Bundesliga,2324,Dortmund,Ramy Bensebaini,ALG,DF,28-318,1995,11.3,988,58,284,516,200,18,988,17,16,94.1,0,0.0,567,2486,1192,17,22,1,18,3,646,60
GER-Bundesliga,2324,Dortmund,Salih Özcan,TUR,MF,26-048,1998,9.7,693,24,169,440,86,2,693,8,5,62.5,2,25.0,369,1638,757,12,11,0,10,7,448,15
GER-Bundesliga,2324,Dortmund,Samuel Bamba,GER,FW,20-015,2004,0.5,30,1,4,5,22,8,30,1,1,100.0,0,0.0,15,146,103,5,3,1,5,0,22,7
GER-Bundesliga,2324,Dortmund,Sébastien Haller,CIV,FW,29-251,1994,4.0,146,9,16,72,61,21,146,5,4,80.0,1,20.0,68,308,153,9,3,1,9,2,106,30
GER-Bundesliga,2324,Dortmund,Thomas Meunier,BEL,DF,32-169,1991,6.5,560,30,214,246,106,11,560,8,2,25.0,5,62.5,304,1781,923,21,13,2,6,4,356,25
GER-Bundesliga,2324,Dortmund,Thorgan Hazard,BEL,DF,30-336,1993,0.1,9,0,1,6,2,0,9,0,0,,0,,4,9,3,0,0,0,0,0,5,1
GER-Bundesliga,2324,Dortmund,Youssoufa Moukoko,GER,FW,19-100,2004,3.8,133,2,14,58,65,16,133,18,8,44.4,8,44.4,87,496,193,12,6,8,13,8,87,16
GER-Bundesliga,2324,Eint Frankfurt,Ansgar Knauff,GER,"MF,FW",22-049,2002,15.5,665,11,113,309,255,70,665,44,14,31.8,26,59.1,345,2269,1251,53,23,27,30,14,397,105
GER-Bundesliga,2324,Eint Frankfurt,Aurélio Buta,POR,"DF,MF",27-018,1997,14.1,924,41,261,403,266,40,924,26,10,38.5,14,53.8,463,2196,1099,38,24,15,17,14,542,80
GER-Bundesliga,2324,Eint Frankfurt,Christopher Lenz,GER,DF,29-159,1994,0.1,13,2,4,8,1,0,13,0,0,,0,,5,22,18,0,1,0,1,1,6,0
GER-Bundesliga,2324,Eint Frankfurt,Donny van de Beek,NED,"MF,FW",26-316,1997,3.3,131,2,24,66,42,8,131,6,3,50.0,3,50.0,72,374,84,1,2,0,6,3,82,9
GER-Bundesliga,2324,Eint Frankfurt,Elias Baum,GER,"DF,MF",18-125,2005,0.3,26,2,7,18,1,0,26,2,0,0.0,2,100.0,13,52,21,0,0,0,2,1,15,2
GER-Bundesliga,2324,Eint Frankfurt,Ellyes Skhiri,TUN,MF,28-294,1995,16.5,1103,67,334,638,139,22,1103,17,12,70.6,5,29.4,538,2463,1049,7,13,1,21,18,710,20
GER-Bundesliga,2324,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",21-092,2002,13.7,727,12,73,318,344,49,727,12,4,33.3,8,66.7,353,1930,944,36,24,10,33,12,474,92
GER-Bundesliga,2324,Eint Frankfurt,Hrvoje Smolčić,CRO,DF,23-195,2000,3.8,362,53,207,150,6,2,362,2,2,100.0,0,0.0,212,1059,557,0,1,0,1,2,259,0
GER-Bundesliga,2324,Eint Frankfurt,Hugo Ekitike,FRA,FW,21-253,2002,1.3,56,1,4,30,25,10,56,10,7,70.0,3,30.0,43,273,96,3,3,2,3,5,44,13
GER-Bundesliga,2324,Eint Frankfurt,Hugo Larsson,SWE,MF,19-246,2004,16.8,930,40,290,491,157,14,930,18,7,38.9,11,61.1,518,2394,955,23,16,4,23,5,606,33
GER-Bundesliga,2324,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"FW,DF",18-297,2005,0.4,21,0,0,15,6,1,21,2,1,50.0,1,50.0,12,70,46,2,1,1,2,0,15,3
GER-Bundesliga,2324,Eint Frankfurt,Jens Grahl,GER,GK,35-159,1988,2.0,100,89,100,0,0,0,100,0,0,,0,,59,309,146,0,0,0,0,0,49,0
GER-Bundesliga,2324,Eint Frankfurt,Jens Petter Hauge,NOR,"MF,FW",24-139,1999,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15
GER-Bundesliga,2324,Eint Frankfurt,Jesper Lindstrøm,DEN,FW,23-364,2000,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9
GER-Bundesliga,2324,Eint Frankfurt,Jessic Ngankam,GER,FW,23-223,2000,3.1,84,1,4,41,40,11,83,8,3,37.5,5,62.5,59,232,54,2,2,1,8,8,63,17
GER-Bundesliga,2324,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,DF",23-099,2000,14.8,879,37,169,437,285,58,879,68,33,48.5,33,48.5,495,2660,1314,41,25,16,48,22,578,91
GER-Bundesliga,2324,Eint Frankfurt,Kevin Trapp,GER,GK,33-235,1990,21.0,852,723,849,5,0,0,852,0,0,,0,,496,2156,1341,0,0,0,0,0,457,0
GER-Bundesliga,2324,Eint Frankfurt,Kristijan Jakić,CRO,"MF,FW",26-290,1997,2.2,132,8,25,82,25,3,132,2,0,0.0,2,100.0,70,360,89,3,4,1,1,3,85,9
GER-Bundesliga,2324,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",40-041,1984,1.4,119,10,53,64,2,0,119,0,0,,0,,79,425,286,0,1,0,0,0,90,0
GER-Bundesliga,2324,Eint Frankfurt,Mario Götze,GER,MF,31-270,1992,14.3,944,20,215,497,246,25,944,28,13,46.4,13,46.4,584,2182,806,9,22,0,24,17,703,63
GER-Bundesliga,2324,Eint Frankfurt,Nacho Ferri,ESP,"FW,MF",19-146,2004,0.6,27,2,5,16,6,1,27,0,0,,0,,13,64,16,0,0,0,4,2,19,5
GER-Bundesliga,2324,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",23-119,2000,8.6,676,38,224,314,155,18,676,58,32,55.2,25,43.1,354,2141,1219,34,20,8,13,3,359,36
GER-Bundesliga,2324,Eint Frankfurt,Omar Marmoush,EGY,"FW,MF",25-021,1999,14.7,551,5,48,243,275,85,550,64,22,34.4,37,57.8,374,2647,1266,49,27,25,68,31,400,89
GER-Bundesliga,2324,Eint Frankfurt,Paxten Aaronson,USA,MF,20-186,2003,1.1,72,0,6,39,28,5,72,7,2,28.6,4,57.1,43,193,50,2,0,1,5,4,46,7
GER-Bundesliga,2324,Eint Frankfurt,Philipp Max,GER,"DF,MF",30-151,1993,12.2,804,20,214,426,172,14,804,8,4,50.0,4,50.0,424,2217,1135,21,13,2,9,3,508,45
