,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Nice,Reda Belahyane,FRA,MF,19-263,2004,0.3,13,15,86.7,183,17,9,10,90.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
FRA-Ligue 1,2324,Nice,Romain Perraud,FRA,"DF,FW",26-150,1997,1.9,93,128,72.7,1335,403,50,57,87.7,34,45,75.6,4,11,36.4,0,0.6,0.6,-0.6,2,3,0,0,10
FRA-Ligue 1,2324,Nice,Sofiane Diop,FRA,FW,23-255,2000,5.5,143,176,81.3,2076,491,76,88,86.4,52,62,83.9,5,9,55.6,0,0.8,0.9,-0.8,8,7,7,2,17
FRA-Ligue 1,2324,Nice,Terem Moffi,NGA,FW,24-270,1999,13.4,185,262,70.6,2543,369,109,132,82.6,59,86,68.6,7,12,58.3,2,2.3,0.9,-0.3,18,9,7,0,18
FRA-Ligue 1,2324,Nice,Tom Louchet,FRA,"FW,MF",20-291,2003,1.7,51,72,70.8,768,229,26,30,86.7,17,20,85.0,5,13,38.5,0,0.3,0.3,-0.3,2,2,4,2,6
FRA-Ligue 1,2324,Nice,Valentin Rosier,FRA,"DF,MF",27-184,1996,0.4,18,21,85.7,262,107,12,13,92.3,5,6,83.3,0,1,0.0,0,0.1,0.0,-0.1,2,1,1,0,2
FRA-Ligue 1,2324,Nice,Youcef Atal,ALG,DF,27-278,1996,4.0,214,238,89.9,3127,832,125,132,94.7,67,73,91.8,14,19,73.7,0,0.8,0.4,-0.8,4,8,3,1,15
FRA-Ligue 1,2324,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",25-115,1998,17.9,1118,1251,89.4,17436,4623,585,629,93.0,439,481,91.3,54,84,64.3,0,0.4,0.5,-0.4,10,75,5,0,89
FRA-Ligue 1,2324,Paris S-G,Achraf Hakimi,MAR,DF,25-107,1998,13.6,1085,1241,87.4,16134,5389,616,663,92.9,384,432,88.9,45,75,60.0,4,4.1,2.4,-0.1,25,103,29,7,141
FRA-Ligue 1,2324,Paris S-G,Arnau Tenas,ESP,GK,22-265,2001,2.9,88,105,83.8,1918,1016,26,26,100.0,47,47,100.0,15,32,46.9,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Bradley Barcola,FRA,"FW,MF",21-170,2002,9.6,317,407,77.9,4384,1105,213,259,82.2,89,110,80.9,6,16,37.5,4,3.8,2.6,0.2,21,20,14,0,44
FRA-Ligue 1,2324,Paris S-G,Carlos Soler,ESP,"DF,MF",27-048,1997,6.8,359,423,84.9,5792,1423,176,196,89.8,142,160,88.8,24,38,63.2,2,1.8,1.1,0.2,8,20,3,1,24
FRA-Ligue 1,2324,Paris S-G,Cher Ndour,ITA,MF,19-207,2004,0.3,23,25,92.0,285,39,14,15,93.3,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2
FRA-Ligue 1,2324,Paris S-G,Danilo Pereira,POR,DF,32-163,1991,13.4,1248,1319,94.6,23700,7576,381,396,96.2,757,778,97.3,98,123,79.7,0,0.0,0.6,0.0,0,126,2,0,71
FRA-Ligue 1,2324,Paris S-G,Ethan Mbappé,FRA,MF,17-052,2006,0.0,9,9,100.0,130,18,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2324,Paris S-G,Fabián Ruiz Peña,ESP,MF,27-322,1996,9.7,552,621,88.9,9442,2130,240,262,91.6,255,281,90.7,39,53,73.6,2,0.7,1.1,1.3,11,41,13,2,58
FRA-Ligue 1,2324,Paris S-G,Gianluigi Donnarumma,ITA,GK,24-359,1999,18.1,536,592,90.5,11296,6335,142,143,99.3,303,310,97.7,88,135,65.2,0,0.0,0.0,0.0,0,2,0,0,0
FRA-Ligue 1,2324,Paris S-G,Gonçalo Ramos,POR,FW,22-244,2001,8.9,177,235,75.3,2077,373,118,142,83.1,35,50,70.0,4,7,57.1,0,1.4,0.8,-1.4,10,12,5,0,20
FRA-Ligue 1,2324,Paris S-G,Hugo Ekitike,FRA,FW,21-244,2002,0.1,7,8,87.5,60,17,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,1,0,1
FRA-Ligue 1,2324,Paris S-G,Keylor Navas,CRC,GK,37-066,1986,1.0,30,33,90.9,639,270,8,8,100.0,17,17,100.0,5,8,62.5,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Kylian Mbappé,FRA,FW,25-061,1998,18.1,581,696,83.5,8571,1827,353,397,88.9,162,198,81.8,38,46,82.6,4,3.7,3.7,0.3,27,55,35,1,91
FRA-Ligue 1,2324,Paris S-G,Layvin Kurzawa,FRA,DF,31-168,1992,0.1,13,13,100.0,206,38,7,7,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Lee Kang-in,KOR,"FW,MF",23-000,2001,9.4,463,568,81.5,7031,1878,253,278,91.0,159,191,83.2,30,67,44.8,2,1.6,2.9,0.4,18,34,20,6,68
FRA-Ligue 1,2324,Paris S-G,Lucas Beraldo,BRA,DF,20-087,2003,3.2,200,232,86.2,3710,1395,60,71,84.5,126,134,94.0,13,23,56.5,0,0.0,0.1,0.0,0,9,1,0,8
FRA-Ligue 1,2324,Paris S-G,Lucas Hernández,FRA,DF,28-005,1996,16.6,1350,1502,89.9,23050,7433,573,616,93.0,660,706,93.5,91,136,66.9,1,1.6,1.3,-0.6,12,146,7,1,124
FRA-Ligue 1,2324,Paris S-G,Manuel Ugarte Ribeiro,URU,MF,22-314,2001,14.8,818,887,92.2,15056,2749,313,340,92.1,420,441,95.2,71,83,85.5,2,0.7,0.8,1.3,8,61,4,0,57
FRA-Ligue 1,2324,Paris S-G,Marco Asensio,ESP,"FW,MF",28-029,1996,6.6,266,314,84.7,3885,972,153,167,91.6,82,89,92.1,15,36,41.7,2,2.0,1.1,0.0,13,29,10,2,38
FRA-Ligue 1,2324,Paris S-G,Marquinhos,BRA,DF,29-281,1994,14.4,1461,1546,94.5,27579,7972,465,478,97.3,849,874,97.1,125,165,75.8,1,0.3,0.6,0.7,7,133,3,0,95
FRA-Ligue 1,2324,Paris S-G,Milan Škriniar,SVK,DF,29-008,1995,13.4,1267,1330,95.3,23829,7497,407,429,94.9,748,770,97.1,97,111,87.4,0,0.1,0.2,-0.1,1,56,0,0,43
FRA-Ligue 1,2324,Paris S-G,Nordi Mukiele,FRA,DF,26-110,1997,5.2,285,339,84.1,4521,1343,156,174,89.7,99,111,89.2,21,31,67.7,0,0.0,0.3,0.0,1,13,3,1,19
FRA-Ligue 1,2324,Paris S-G,Ousmane Dembélé,FRA,"MF,FW",26-280,1997,12.9,583,765,76.2,9900,3022,274,325,84.3,233,303,76.9,52,86,60.5,7,4.8,4.3,2.2,45,58,39,7,95
FRA-Ligue 1,2324,Paris S-G,Randal Kolo Muani,FRA,"FW,MF",25-076,1998,8.8,151,219,68.9,2281,656,88,117,75.2,46,65,70.8,9,17,52.9,2,2.8,1.2,-0.8,17,16,8,1,25
FRA-Ligue 1,2324,Paris S-G,Vitinha,POR,MF,24-006,2000,16.6,1084,1223,88.6,17565,4337,552,596,92.6,413,450,91.8,77,103,74.8,2,2.3,2.8,-0.3,29,100,22,2,132
FRA-Ligue 1,2324,Paris S-G,Warren Zaire-Emery,FRA,"MF,DF",17-348,2006,16.6,978,1070,91.4,14999,3106,505,546,92.5,396,417,95.0,36,41,87.8,2,1.6,1.9,0.4,13,96,13,1,89
FRA-Ligue 1,2324,Reims,Adama Bojang,GAM,FW,19-267,2004,0.4,11,19,57.9,126,54,9,12,75.0,0,1,0.0,1,1,100.0,0,0.0,0.1,0.0,1,0,0,0,1
FRA-Ligue 1,2324,Reims,Amadou Koné,MLI,MF,18-281,2005,1.9,66,90,73.3,1226,314,24,33,72.7,32,37,86.5,7,10,70.0,0,0.1,0.0,-0.1,1,7,0,0,9
FRA-Ligue 1,2324,Reims,Amine Salama,FRA,FW,23-216,2000,3.5,48,73,65.8,752,173,26,38,68.4,19,26,73.1,2,5,40.0,0,0.2,0.2,-0.2,5,7,1,1,7
FRA-Ligue 1,2324,Reims,Amir Richardson,MAR,MF,22-026,2002,9.9,338,421,80.3,5678,1216,157,193,81.3,148,173,85.5,26,39,66.7,1,0.9,1.3,0.1,9,32,5,2,44
FRA-Ligue 1,2324,Reims,Azor Matusiwa,NED,MF,25-297,1998,15.4,650,750,86.7,11790,3104,236,283,83.4,308,328,93.9,73,92,79.3,0,0.7,0.5,-0.7,15,65,5,0,78
FRA-Ligue 1,2324,Reims,Benjamin Stambouli,FRA,MF,33-190,1990,1.7,54,76,71.1,978,373,19,27,70.4,31,36,86.1,3,12,25.0,1,0.1,0.2,0.9,2,7,1,0,7
FRA-Ligue 1,2324,Reims,Emmanuel Agbadou,CIV,DF,26-247,1997,16.8,963,1104,87.2,19203,5956,309,335,92.2,510,556,91.7,128,187,68.4,0,0.8,0.8,-0.8,7,97,3,1,108
FRA-Ligue 1,2324,Reims,Ibrahim Diakité,GUI,DF,20-111,2003,1.2,57,85,67.1,894,329,28,39,71.8,19,28,67.9,6,9,66.7,0,0.2,0.1,-0.2,2,6,2,1,7
FRA-Ligue 1,2324,Reims,Joseph Okumu,KEN,DF,26-269,1997,17.1,952,1158,82.2,22016,7247,185,219,84.5,570,616,92.5,186,291,63.9,0,0.0,0.2,0.0,0,100,2,1,87
FRA-Ligue 1,2324,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",21-055,2002,5.1,186,252,73.8,3191,823,91,108,84.3,75,93,80.6,18,38,47.4,1,1.0,0.8,0.0,5,12,5,1,19
FRA-Ligue 1,2324,Reims,Junya Ito,JPN,FW,30-347,1993,18.8,465,701,66.3,7982,3167,227,291,78.0,167,239,69.9,53,115,46.1,5,6.3,5.9,-1.3,41,51,34,14,87
FRA-Ligue 1,2324,Reims,Keito Nakamura,JPN,FW,23-206,2000,8.4,166,240,69.2,2719,701,81,104,77.9,62,85,72.9,16,28,57.1,1,0.8,1.5,0.2,7,15,13,2,40
FRA-Ligue 1,2324,Reims,Mamadou Diakhon,FRA,FW,18-150,2005,1.6,27,33,81.8,433,65,10,12,83.3,13,16,81.3,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Marshall Munetsi,ZIM,"MF,FW",27-242,1996,13.4,196,284,69.0,2976,850,98,131,74.8,70,91,76.9,14,27,51.9,3,0.9,1.8,2.1,10,22,6,3,30
FRA-Ligue 1,2324,Reims,Maxime Busi,BEL,"FW,DF",24-128,1999,1.3,54,71,76.1,929,317,22,22,100.0,28,39,71.8,3,6,50.0,0,0.2,0.1,-0.2,3,1,1,0,2
FRA-Ligue 1,2324,Reims,Mohammed Daramy,DEN,FW,22-043,2002,15.2,333,439,75.9,4730,1227,191,241,79.3,107,133,80.5,13,19,68.4,5,2.4,2.7,2.6,22,14,26,3,57
FRA-Ligue 1,2324,Reims,Oumar Diakité,CIV,FW,20-061,2003,7.5,105,138,76.1,1435,206,55,70,78.6,43,48,89.6,1,4,25.0,0,0.5,0.5,-0.5,5,3,3,0,9
FRA-Ligue 1,2324,Reims,Reda Khadra,GER,"FW,MF",22-230,2001,7.4,156,207,75.4,2563,633,66,83,79.5,68,85,80.0,10,19,52.6,1,1.7,1.6,-0.7,11,11,8,5,23
FRA-Ligue 1,2324,Reims,Sergio Akieme,ESP,DF,26-065,1997,2.3,94,110,85.5,1457,395,48,54,88.9,37,41,90.2,6,11,54.5,0,0.3,0.3,-0.3,4,3,2,1,7
FRA-Ligue 1,2324,Reims,Teddy Teuma,MLT,MF,30-142,1993,17.5,933,1190,78.4,16149,4705,420,486,86.4,364,432,84.3,103,195,52.8,2,3.3,3.4,-1.3,33,97,25,6,113
FRA-Ligue 1,2324,Reims,Therence Koudou,FRA,"DF,MF",19-068,2004,0.8,40,49,81.6,571,232,23,27,85.2,14,16,87.5,1,3,33.3,0,0.0,0.0,0.0,1,4,0,0,6
FRA-Ligue 1,2324,Reims,Thibault De Smet,BEL,"DF,FW",25-259,1998,15.1,604,765,79.0,9891,3535,294,338,87.0,259,303,85.5,40,89,44.9,0,0.6,0.5,-0.6,11,55,13,4,76
FRA-Ligue 1,2324,Reims,Thomas Foket,BEL,DF,29-147,1994,16.3,680,847,80.3,11370,3109,337,384,87.8,280,334,83.8,52,85,61.2,1,0.9,1.4,0.1,10,38,9,6,52
FRA-Ligue 1,2324,Reims,Valentin Atangana Edoa,FRA,MF,18-178,2005,2.3,59,70,84.3,1065,194,17,22,77.3,35,37,94.6,5,7,71.4,0,0.0,0.0,0.0,1,3,0,0,8
FRA-Ligue 1,2324,Reims,Yaya Kader Fofana,MLI,"MF,DF",19-252,2004,0.2,9,16,56.3,107,54,5,9,55.6,2,2,100.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,3
FRA-Ligue 1,2324,Reims,Yehvann Diouf,FRA,GK,24-095,1999,22.0,677,847,79.9,17402,11212,116,119,97.5,364,373,97.6,197,349,56.4,0,0.0,0.0,0.0,0,4,0,0,1
FRA-Ligue 1,2324,Reims,Yunis Abdelhamid,MAR,DF,36-144,1987,18.9,1004,1199,83.7,19049,6156,313,353,88.7,586,650,90.2,86,159,54.1,0,0.2,0.5,-0.2,5,90,2,0,94
FRA-Ligue 1,2324,Rennes,Adrien Truffert,FRA,DF,22-091,2001,16.3,736,926,79.5,11038,3766,401,457,87.7,284,358,79.3,28,58,48.3,2,1.5,1.4,0.5,14,37,14,6,59
FRA-Ligue 1,2324,Rennes,Alidu Seidu,GHA,DF,23-260,2000,1.2,45,53,84.9,736,159,23,26,88.5,18,20,90.0,3,5,60.0,0,0.0,0.0,0.0,0,2,1,0,4
FRA-Ligue 1,2324,Rennes,Amine Gouiri,ALG,"FW,MF",24-003,2000,14.9,403,507,79.5,5862,1480,219,265,82.6,150,175,85.7,14,19,73.7,1,0.9,1.7,0.1,11,29,23,0,59
FRA-Ligue 1,2324,Rennes,Arnaud Kalimuendo,FRA,FW,22-030,2002,14.0,251,312,80.4,3782,555,136,165,82.4,89,98,90.8,15,16,93.8,0,1.1,1.1,-1.1,16,19,7,1,22
FRA-Ligue 1,2324,Rennes,Arthur Theate,BEL,DF,23-270,2000,18.4,1067,1207,88.4,20758,7961,353,374,94.4,584,626,93.3,114,173,65.9,0,0.3,0.6,-0.3,3,82,3,2,91
FRA-Ligue 1,2324,Rennes,Azor Matusiwa,NED,MF,25-297,1998,2.4,110,124,88.7,2004,715,45,50,90.0,50,52,96.2,11,15,73.3,0,0.0,0.1,0.0,0,11,0,0,12
FRA-Ligue 1,2324,Rennes,Baptiste Santamaria,FRA,MF,28-347,1995,13.3,642,743,86.4,11621,3114,250,284,88.0,293,327,89.6,73,93,78.5,1,0.2,0.9,0.8,4,59,8,0,77
FRA-Ligue 1,2324,Rennes,Benjamin Bourigeaud,FRA,"MF,DF",30-036,1994,17.4,808,1039,77.8,15598,4901,292,353,82.7,386,457,84.5,109,188,58.0,2,4.3,3.9,-2.3,44,85,27,5,115
FRA-Ligue 1,2324,Rennes,Bertuğ Özgür Yıldırım,TUR,FW,21-222,2002,3.9,58,82,70.7,870,163,28,36,77.8,22,35,62.9,3,4,75.0,0,0.2,0.1,-0.2,2,6,1,0,9
FRA-Ligue 1,2324,Rennes,Birger Meling,NOR,DF,29-064,1994,0.2,7,7,100.0,98,22,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Christopher Wooh,CMR,DF,22-154,2001,6.1,247,298,82.9,5045,1672,65,77,84.4,145,159,91.2,32,51,62.7,0,0.5,0.3,-0.5,3,23,2,0,29
FRA-Ligue 1,2324,Rennes,Djaoui Cissé,FRA,MF,20-019,2004,0.0,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Désiré Doué,FRA,"MF,FW",18-261,2005,8.8,270,365,74.0,4608,1298,129,157,82.2,107,138,77.5,27,48,56.3,2,2.2,1.8,-0.2,18,27,25,4,58
FRA-Ligue 1,2324,Rennes,Enzo Le Fée,FRA,MF,24-016,2000,13.9,695,811,85.7,11438,3687,335,375,89.3,269,306,87.9,58,81,71.6,1,1.5,1.9,-0.5,23,88,22,2,100
FRA-Ligue 1,2324,Rennes,Fabian Rieder,SUI,MF,22-003,2002,2.8,95,119,79.8,1599,407,43,51,84.3,44,52,84.6,5,9,55.6,0,0.0,0.1,0.0,1,9,4,1,23
FRA-Ligue 1,2324,Rennes,Guela Doué,FRA,DF,21-125,2002,6.0,237,319,74.3,4446,1359,82,102,80.4,117,150,78.0,31,51,60.8,1,0.6,0.7,0.4,11,18,8,4,22
FRA-Ligue 1,2324,Rennes,Ibrahim Salah,MAR,"FW,MF",22-173,2001,4.2,119,159,74.8,1901,454,67,76,88.2,37,56,66.1,10,17,58.8,1,0.5,1.2,0.5,5,5,6,2,13
FRA-Ligue 1,2324,Rennes,Jeanuël Belocian,FRA,DF,19-002,2005,11.7,595,670,88.8,11291,3032,179,204,87.7,337,363,92.8,59,75,78.7,0,0.1,0.2,-0.1,1,41,2,1,38
FRA-Ligue 1,2324,Rennes,Jeremy Doku,BEL,FW,21-268,2002,1.2,43,49,87.8,623,133,25,29,86.2,15,16,93.8,2,2,100.0,0,0.2,0.6,-0.2,3,0,3,1,5
FRA-Ligue 1,2324,Rennes,Jérémy Jacquet,FRA,MF,18-221,2005,0.1,5,6,83.3,87,36,1,2,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Lorenz Assignon,TOG,DF,23-242,2000,11.2,516,600,86.0,8700,2414,220,236,93.2,247,284,87.0,34,47,72.3,1,1.8,1.3,-0.8,20,32,12,5,51
FRA-Ligue 1,2324,Rennes,Lovro Majer,CRO,MF,26-033,1998,0.2,14,16,87.5,277,96,7,8,87.5,5,6,83.3,2,2,100.0,0,0.3,0.1,-0.3,2,1,0,0,0
FRA-Ligue 1,2324,Rennes,Ludovic Blas,FRA,"FW,MF",26-050,1997,11.9,246,318,77.4,4287,1104,94,109,86.2,117,151,77.5,22,37,59.5,1,1.1,1.3,-0.1,12,24,9,2,36
FRA-Ligue 1,2324,Rennes,Mahamadou Nagida,CMR,DF,18-236,2005,1.2,47,65,72.3,815,214,24,28,85.7,17,24,70.8,5,8,62.5,0,0.3,0.3,-0.3,3,2,3,3,2
FRA-Ligue 1,2324,Rennes,Martin Terrier,FRA,"FW,MF",26-352,1997,9.7,223,282,79.1,3365,720,124,157,79.0,77,92,83.7,14,14,100.0,2,1.5,1.2,0.5,10,21,11,0,38
FRA-Ligue 1,2324,Rennes,Mathis Lambourde,FRA,FW,18-041,2006,0.1,4,5,80.0,45,13,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Nemanja Matić,SRB,MF,35-202,1988,11.4,695,804,86.4,13054,4052,239,274,87.2,331,357,92.7,95,125,76.0,0,0.8,0.9,-0.8,12,88,8,2,83
FRA-Ligue 1,2324,Rennes,Steve Mandanda,FRA,GK,38-328,1985,22.0,586,825,71.0,15285,10031,103,104,99.0,331,336,98.5,151,384,39.3,0,0.0,0.0,0.0,0,7,0,0,2
FRA-Ligue 1,2324,Rennes,Warmed Omari,FRA,DF,23-302,2000,16.0,807,902,89.5,16248,5858,230,263,87.5,472,498,94.8,91,111,82.0,0,0.2,0.3,-0.2,4,63,3,0,70
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,21-056,2002,13.6,713,827,86.2,13122,4269,276,304,90.8,357,392,91.1,67,111,60.4,0,0.3,0.1,-0.3,2,19,2,0,41
FRA-Ligue 1,2324,Strasbourg,Alaa Bellaarouch,MAR,GK,22-049,2002,3.0,57,80,71.3,1405,716,10,10,100.0,32,35,91.4,15,34,44.1,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Andrey Santos,BRA,MF,19-292,2004,0.1,23,26,88.5,445,132,5,5,100.0,15,15,100.0,2,3,66.7,0,0.0,0.0,0.0,0,8,0,0,5
FRA-Ligue 1,2324,Strasbourg,Dilane Bakwa,FRA,"FW,MF",21-177,2002,15.1,354,526,67.3,5948,1780,175,220,79.5,123,170,72.4,38,93,40.9,1,2.5,2.3,-1.5,28,26,23,6,50
FRA-Ligue 1,2324,Strasbourg,Dion Moise Sahi,CIV,"MF,FW",22-061,2001,5.5,89,118,75.4,1398,329,42,55,76.4,34,42,81.0,7,10,70.0,1,1.3,1.3,-0.3,5,8,5,1,15
FRA-Ligue 1,2324,Strasbourg,Eduard Sobol,UKR,DF,28-305,1995,0.3,8,13,61.5,128,55,3,3,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,21-016,2003,14.3,125,170,73.5,1622,249,66,93,71.0,44,56,78.6,1,3,33.3,1,0.2,0.2,0.8,5,3,1,0,7
FRA-Ligue 1,2324,Strasbourg,Frederic Guilbert,FRA,"DF,MF",29-057,1994,16.7,625,851,73.4,11064,3485,280,330,84.8,261,348,75.0,66,139,47.5,0,1.2,0.9,-1.2,16,46,14,8,67
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,FRA,DF,27-028,1997,12.1,555,632,87.8,11520,4040,136,156,87.2,345,362,95.3,66,101,65.3,0,0.2,0.1,-0.2,4,19,0,0,25
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,26-115,1997,10.7,338,425,79.5,6064,1644,130,164,79.3,159,190,83.7,36,51,70.6,1,1.0,1.4,0.0,8,34,5,1,49
FRA-Ligue 1,2324,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20-210,2003,13.6,453,537,84.4,8750,2423,164,197,83.2,233,254,91.7,52,72,72.2,0,0.2,0.4,-0.2,7,49,4,0,64
FRA-Ligue 1,2324,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25-237,1998,3.0,67,96,69.8,1138,298,30,38,78.9,32,43,74.4,5,10,50.0,2,1.5,1.1,0.5,3,10,1,0,11
FRA-Ligue 1,2324,Strasbourg,Jessy Deminguet,FRA,"MF,FW",26-043,1998,7.5,211,245,86.1,3697,956,102,109,93.6,80,90,88.9,23,38,60.5,0,0.4,0.6,-0.4,2,30,3,0,22
FRA-Ligue 1,2324,Strasbourg,Junior Mwanga,FRA,MF,20-284,2003,13.2,364,453,80.4,6654,1663,143,175,81.7,171,198,86.4,41,55,74.5,1,0.7,0.7,0.3,11,43,8,0,47
FRA-Ligue 1,2324,Strasbourg,Jérémy Sebas,MTQ,FW,20-311,2003,0.7,11,12,91.7,175,37,6,6,100.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,1
FRA-Ligue 1,2324,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36-286,1987,9.2,232,290,80.0,3394,835,128,151,84.8,74,92,80.4,16,18,88.9,1,1.9,1.8,-0.9,12,17,6,1,27
FRA-Ligue 1,2324,Strasbourg,Lebo Mothiba,RSA,FW,28-022,1996,6.9,86,118,72.9,1087,191,53,64,82.8,23,31,74.2,2,2,100.0,0,0.2,0.5,-0.2,5,6,2,1,9
FRA-Ligue 1,2324,Strasbourg,Lucas Perrin,FRA,DF,25-092,1998,20.0,1048,1217,86.1,21604,8550,288,310,92.9,620,667,93.0,126,215,58.6,1,0.8,0.9,0.2,6,77,8,2,93
FRA-Ligue 1,2324,Strasbourg,Marvin Senaya,TOG,DF,23-022,2001,14.9,529,688,76.9,9178,3224,219,258,84.9,257,319,80.6,41,81,50.6,0,1.8,1.2,-1.8,13,37,14,12,47
FRA-Ligue 1,2324,Strasbourg,Matz Sels,BEL,GK,31-358,1992,19.0,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,-0.5,1,11,1,0,0
FRA-Ligue 1,2324,Strasbourg,Mohamed Bechikh,FRA,MF,18-221,2005,0.0,4,4,100.0,60,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Mouhamadou Diarra,FRA,"MF,FW",20-047,2004,16.2,441,528,83.5,8722,1797,164,196,83.7,209,234,89.3,64,83,77.1,1,1.1,1.5,-0.1,17,51,16,1,66
FRA-Ligue 1,2324,Strasbourg,Rabby Nzingoula,FRA,MF,18-086,2005,0.1,8,12,66.7,134,32,2,3,66.7,6,8,75.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2
FRA-Ligue 1,2324,Strasbourg,Saidou Sow,GUI,DF,21-230,2002,0.5,23,23,100.0,534,182,8,8,100.0,12,12,100.0,3,3,100.0,0,0.0,0.0,0.0,0,4,0,0,2
FRA-Ligue 1,2324,Strasbourg,Sanjin Prcić,BIH,MF,30-091,1993,1.0,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100.0,0,0.2,0.0,-0.2,3,5,0,0,5
FRA-Ligue 1,2324,Strasbourg,Steven Baseya,FRA,DF,19-036,2005,0.1,11,11,100.0,203,78,3,3,100.0,8,8,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Thomas Delaine,FRA,"DF,MF",31-332,1992,13.4,385,545,70.6,6798,2306,152,185,82.2,186,250,74.4,37,76,48.7,1,2.2,2.1,-1.2,19,19,14,9,33
FRA-Ligue 1,2324,Strasbourg,Ângelo Borges,BRA,"FW,MF",19-060,2004,11.2,265,381,69.6,4348,1651,122,159,76.7,112,150,74.7,21,47,44.7,3,3.3,3.0,-0.3,25,26,24,9,51
FRA-Ligue 1,2324,Toulouse,Aron Dønnum,NOR,"FW,MF",25-305,1998,13.0,331,442,74.9,5761,1675,161,193,83.4,124,159,78.0,38,61,62.3,1,1.8,2.6,-0.8,20,25,18,1,50
FRA-Ligue 1,2324,Toulouse,Christian Mawissa,FRA,DF,18-307,2005,6.0,276,328,84.1,4728,1452,112,124,90.3,146,164,89.0,15,32,46.9,0,0.0,0.1,0.0,1,10,2,0,21
FRA-Ligue 1,2324,Toulouse,Cristian Cásseres Jr.,VEN,MF,24-030,2000,14.5,529,651,81.3,9423,2557,233,274,85.0,234,265,88.3,56,81,69.1,2,1.3,1.4,0.7,9,42,5,2,60
FRA-Ligue 1,2324,Toulouse,Denis Genreau,AUS,"FW,MF",24-274,1999,4.8,128,183,69.9,1894,538,76,99,76.8,40,52,76.9,7,11,63.6,0,0.3,0.4,-0.3,5,12,3,1,13
FRA-Ligue 1,2324,Toulouse,Fares Chaïbi,ALG,"FW,MF",21-083,2002,0.6,28,40,70.0,472,135,12,14,85.7,10,14,71.4,3,8,37.5,1,0.2,0.2,0.8,2,3,2,0,5
FRA-Ligue 1,2324,Toulouse,Frank Magri,CMR,"FW,MF",24-168,1999,12.3,178,259,68.7,2489,667,102,132,77.3,62,89,69.7,3,11,27.3,0,0.7,0.7,-0.7,11,16,9,2,25
